type,id,apidoc_Text
interface,org/eclipse/jface/viewers/ISelection, Interface for a selection. @see ISelectionProvider @see ISelectionChangedListener @see SelectionChangedEvent
method,org/eclipse/jface/viewers/ISelection/isEmpty/, Returns whether this selection is empty. @return true if this selection is empty, and false otherwise
method,org/eclipse/jface/viewers/ITableLabelProvider/getColumnImage/Object;int, Returns the label image for the given column of the given element. @param element the object representing the entire row, or null indicating that no input object is set in the viewer @param columnIndex the zero-based index of the column in which the label appears @return Image or null if there is no image for the given object at columnIndex
method,org/eclipse/jface/viewers/ITableLabelProvider/getColumnText/Object;int, Returns the label text for the given column of the given element. @param element the object representing the entire row, or null indicating that no input object is set in the viewer @param columnIndex the zero-based index of the column in which the label appears @return String or or null if there is no text for the given object at columnIndex
method,org/eclipse/jface/viewers/ColumnWeightData/ColumnWeightData/int, Creates a resizable column width with the given weight and a default minimum width. @param weight the weight of the column
method,org/eclipse/jface/viewers/ColumnWeightData/ColumnWeightData/int;int, Creates a resizable column width with the given weight and minimum width. @param weight the weight of the column @param minimumWidth the minimum width of the column in pixels
method,org/eclipse/jface/viewers/ColumnWeightData/ColumnWeightData/int;int;boolean, Creates a column width with the given weight and minimum width. @param weight the weight of the column @param minimumWidth the minimum width of the column in pixels @param resizable true if the column is resizable, and false if size of the column is fixed
method,org/eclipse/jface/viewers/ColumnWeightData/ColumnWeightData/int;boolean, Creates a column width with the given weight and a default minimum width. @param weight the weight of the column @param resizable true if the column is resizable, and false if size of the column is fixed
field,org/eclipse/jface/viewers/ColumnWeightData/MINIMUM_WIDTH, Default width of a column (in pixels).
field,org/eclipse/jface/viewers/ColumnWeightData/minimumWidth, The column's minimum width in pixels.
field,org/eclipse/jface/viewers/ColumnWeightData/weight, The column's weight.
method,org/eclipse/jface/viewers/ColumnLabelProvider/update/ViewerCell,
method,org/eclipse/jface/viewers/ColumnLabelProvider/getFont/Object,
method,org/eclipse/jface/viewers/ColumnLabelProvider/getBackground/Object,
method,org/eclipse/jface/viewers/ColumnLabelProvider/getForeground/Object,
method,org/eclipse/jface/viewers/ColumnLabelProvider/getImage/Object,
method,org/eclipse/jface/viewers/ColumnLabelProvider/getText/Object,
method,org/eclipse/jface/viewers/ColumnLabelProvider/ColumnLabelProvider/,
method,org/eclipse/jface/viewers/CheckboxCellEditor/activate/, The CheckboxCellEditor implementation of this CellEditor framework method simulates the toggling of the checkbox control and notifies listeners with ICellEditorListener.applyEditorValue.
method,org/eclipse/jface/viewers/CheckboxCellEditor/createControl/Composite, The CheckboxCellEditor implementation of this CellEditor framework method does nothing and returns null.
method,org/eclipse/jface/viewers/CheckboxCellEditor/doGetValue/, The CheckboxCellEditor implementation of this CellEditor framework method returns the checkbox setting wrapped as a Boolean. @return the Boolean checkbox value
method,org/eclipse/jface/viewers/CheckboxCellEditor/doSetFocus/,
method,org/eclipse/jface/viewers/CheckboxCellEditor/doSetValue/Object, The CheckboxCellEditor implementation of this CellEditor framework method accepts a value wrapped as a Boolean. @param value a Boolean value
method,org/eclipse/jface/viewers/CheckboxCellEditor/activate/ColumnViewerEditorActivationEvent,
method,org/eclipse/jface/viewers/CheckboxCellEditor/CheckboxCellEditor/, Creates a new checkbox cell editor with no control @since 2.1
method,org/eclipse/jface/viewers/CheckboxCellEditor/CheckboxCellEditor/Composite, Creates a new checkbox cell editor parented under the given control. The cell editor value is a boolean value, which is initially false. Initially, the cell editor has no cell validator. @param parent the parent control
method,org/eclipse/jface/viewers/CheckboxCellEditor/CheckboxCellEditor/Composite;int, Creates a new checkbox cell editor parented under the given control. The cell editor value is a boolean value, which is initially false. Initially, the cell editor has no cell validator. @param parent the parent control @param style the style bits @since 2.1
method,org/eclipse/jface/viewers/ColumnViewerEditorActivationListener/ColumnViewerEditorActivationListener/,
method,org/eclipse/jface/viewers/IDecorationContext/getProperty/String, Get the value of the given property or null if the property does not exist in this context. @param property the property @return the value of the given property or null
method,org/eclipse/jface/viewers/IDecorationContext/getProperties/, Return the properties that exist in this context (i.e. the set of properties that have values associated with them. @return the properties that exist in this context
method,org/eclipse/jface/viewers/ICellModifier/canModify/Object;String, Checks whether the given property of the given element can be modified. @param element the element @param property the property @return true if the property can be modified, and false if it is not modifiable
method,org/eclipse/jface/viewers/ICellModifier/getValue/Object;String, Returns the value for the given property of the given element. Returns null if the element does not have the given property. @param element the element @param property the property @return the property value
method,org/eclipse/jface/viewers/DecorationContext/getProperty/String,
method,org/eclipse/jface/viewers/DecorationContext/getProperties/,
method,org/eclipse/jface/viewers/DecorationContext/putProperty/String;Object, Set the given property to the given value. Setting the value of a property to null removes the property from the context. @param property the property @param value the value of the property or null if the property is to be removed.
method,org/eclipse/jface/viewers/DecorationContext/DecorationContext/, Create a decoration context.
field,org/eclipse/jface/viewers/DecorationContext/DEFAULT_CONTEXT, Constant that defines a default decoration context that has no context ids associated with it.
interface,org/eclipse/jface/viewers/ILabelProviderListener, A listener which is notified when a label provider's state changes. @see IBaseLabelProvider#addListener @see IBaseLabelProvider#removeListener
method,org/eclipse/jface/viewers/ILabelProviderListener/labelProviderChanged/LabelProviderChangedEvent, Notifies this listener that the state of the label provider has changed in a way that affects the labels it computes. A typical response would be to refresh all labels by re-requesting them from the label provider. @param event the label provider change event
interface,org/eclipse/jface/viewers/IOpenListener, A listener which is notified of open events on viewers.
method,org/eclipse/jface/viewers/IOpenListener/open/OpenEvent, Notifies of an open event. @param event event object describing the open event
class,org/eclipse/jface/viewers/DecoratingStyledCellLabelProvider, A {@link DecoratingStyledCellLabelProvider} is a {@link DelegatingStyledCellLabelProvider} that uses a nested {@link DelegatingStyledCellLabelProvider.IStyledLabelProvider} to compute styled text label and image and takes a {@link ILabelDecorator} to decorate the label. Use this label provider as a replacement for the {@link DecoratingLabelProvider} when decorating styled text labels. The {@link DecoratingStyledCellLabelProvider} will try to evaluate the text decoration added by the {@link ILabelDecorator} and will apply the style returned by {@link #getDecorationStyle(Object)} The {@link ILabelDecorator} can optionally implement {@link IColorDecorator} and {@link IFontDecorator} to provide foreground and background color and font decoration. @since 3.4
method,org/eclipse/jface/viewers/DecoratingStyledCellLabelProvider/getDecorationContext/, Returns the decoration context associated with this label provider. It will be passed to the decorator if the decorator is an instance of {@link LabelDecorator}. @return the decoration context associated with this label provider
method,org/eclipse/jface/viewers/DecoratingStyledCellLabelProvider/setDecorationContext/IDecorationContext, Set the decoration context that will be based to the decorator for this label provider if that decorator implements {@link LabelDecorator}. @param decorationContext the decoration context.
method,org/eclipse/jface/viewers/DecoratingStyledCellLabelProvider/update/ViewerCell,
method,org/eclipse/jface/viewers/DecoratingStyledCellLabelProvider/getForeground/Object,
method,org/eclipse/jface/viewers/DecoratingStyledCellLabelProvider/getBackground/Object,
method,org/eclipse/jface/viewers/DecoratingStyledCellLabelProvider/getFont/Object,
method,org/eclipse/jface/viewers/DecoratingStyledCellLabelProvider/getImage/Object,
method,org/eclipse/jface/viewers/DecoratingStyledCellLabelProvider/getStyledText/Object, Returns the styled text for the label of the given element. @param element the element for which to provide the styled label text @return the styled text string used to label the element
method,org/eclipse/jface/viewers/DecoratingStyledCellLabelProvider/getLabelDecorator/, Returns the decorator or null if no decorator is installed @return the decorator or null if no decorator is installed
method,org/eclipse/jface/viewers/DecoratingStyledCellLabelProvider/addListener/ILabelProviderListener,
method,org/eclipse/jface/viewers/DecoratingStyledCellLabelProvider/removeListener/ILabelProviderListener,
method,org/eclipse/jface/viewers/DecoratingStyledCellLabelProvider/isLabelProperty/Object;String,
method,org/eclipse/jface/viewers/DecoratingStyledCellLabelProvider/dispose/,
class,org/eclipse/jface/viewers/TreeViewerFocusCellManager, This class is responsible to provide the concept of cells for {@link Tree}. This concept is needed to provide features like editor activation with the keyboard @since 3.3
method,org/eclipse/jface/viewers/TreeViewerFocusCellManager/getFocusCell/,
method,org/eclipse/jface/viewers/TreeViewerFocusCellManager/TreeViewerFocusCellManager/TreeViewer;FocusCellHighlighter, Create a new manager using a default navigation strategy: SWT.ARROW_UP: navigate to cell above SWT.ARROW_DOWN: navigate to cell below SWT.ARROW_RIGHT: on first column (collapses if item is expanded) else navigate to next visible cell on the right SWT.ARROW_LEFT: on first column (expands if item is collapsed) else navigate to next visible cell on the left @param viewer the viewer the manager is bound to @param focusDrawingDelegate the delegate responsible to highlight selected cell
method,org/eclipse/jface/viewers/TreeViewerFocusCellManager/TreeViewerFocusCellManager/TreeViewer;FocusCellHighlighter;CellNavigationStrategy, Create a new manager with a custom navigation strategy @param viewer the viewer the manager is bound to @param focusDrawingDelegate the delegate responsible to highlight selected cell @param navigationStrategy the strategy used to navigate the cells @since 3.4
method,org/eclipse/jface/viewers/TreePath/getSegment/int, Returns the element at the specified index in this path. @param index index of element to return @return element at the specified index
method,org/eclipse/jface/viewers/TreePath/getSegmentCount/, Returns the number of elements in this path. @return the number of elements in this path
method,org/eclipse/jface/viewers/TreePath/getFirstSegment/, Returns the first element in this path, or null if this path has no segments. @return the first element in this path
method,org/eclipse/jface/viewers/TreePath/getLastSegment/, Returns the last element in this path, or null if this path has no segments. @return the last element in this path
method,org/eclipse/jface/viewers/TreePath/equals/Object,
method,org/eclipse/jface/viewers/TreePath/hashCode/, (non-Javadoc) @see java.lang.Object#hashCode()
method,org/eclipse/jface/viewers/TreePath/getParentPath/, Returns a copy of this tree path with one segment removed from the end, or null if this tree path has no segments. @return a tree path
method,org/eclipse/jface/viewers/TreePath/createChildPath/Object, Returns a copy of this tree path with the given segment added at the end. @param newSegment @return a tree path
method,org/eclipse/jface/viewers/TreePath/TreePath/Object[], Constructs a path identifying a leaf node in a tree. @param segments path of elements to a leaf node in a tree, starting with the root element
field,org/eclipse/jface/viewers/TreePath/EMPTY, Constant for representing an empty tree path.
class,org/eclipse/jface/viewers/ViewerLabel, The ViewerLabel is the class that is passed to a viewer to handle updates of labels. It keeps track of both original and updates text. @see IViewerLabelProvider @since 3.0
method,org/eclipse/jface/viewers/ViewerLabel/getImage/, Get the image for the receiver. If the new image has been set return it, otherwise return the starting image. @return Returns the image.
method,org/eclipse/jface/viewers/ViewerLabel/setImage/Image, Set the image for the receiver. @param image The image to set.
method,org/eclipse/jface/viewers/ViewerLabel/getText/, Get the text for the receiver. If the new text has been set return it, otherwise return the starting text. @return String or null if there was no initial text and nothing was updated.
method,org/eclipse/jface/viewers/ViewerLabel/hasNewImage/, Return whether or not the image has been set. @return boolean. true if the image has been set to something new. @since 3.1
method,org/eclipse/jface/viewers/ViewerLabel/hasNewText/, Return whether or not the text has been set. @return boolean. true if the text has been set to something new.
method,org/eclipse/jface/viewers/ViewerLabel/hasNewBackground/, Return whether or not the background color has been set. @return boolean. true if the value has been set.
method,org/eclipse/jface/viewers/ViewerLabel/hasNewForeground/, Return whether or not the foreground color has been set. @return boolean. true if the value has been set. @since 3.1
method,org/eclipse/jface/viewers/ViewerLabel/hasNewFont/, Return whether or not the font has been set. @return boolean. true if the value has been set. @since 3.1
method,org/eclipse/jface/viewers/ViewerLabel/getBackground/, Get the background Color. @return Color or null if no new value was set. @since 3.1
method,org/eclipse/jface/viewers/ViewerLabel/getFont/, Get the font. @return Font or null if no new value was set. @since 3.1
method,org/eclipse/jface/viewers/ViewerLabel/getForeground/, Get the foreground Color. @return Color or null if no new value was set. @since 3.1
method,org/eclipse/jface/viewers/ViewerLabel/hasNewTooltipText/, Return whether or not the tool tip text has been set. @return boolean. true if the tool tip text has been set. @since 3.3
method,org/eclipse/jface/viewers/ViewerLabel/getTooltipBackgroundColor/, Return the tool tip background color. @return {@link Color} or null if the tool tip background color has not been set. @since 3.3
method,org/eclipse/jface/viewers/ViewerLabel/hasNewTooltipBackgroundColor/, Return whether or not the tool tip background color has been set. @return boolean. true if the tool tip text has been set. @since 3.3
method,org/eclipse/jface/viewers/ViewerLabel/getTooltipForegroundColor/, Return the foreground {@link Color}. @return Returns {@link Color} or null if the tool tip foreground color has not been set. @since 3.3
method,org/eclipse/jface/viewers/ViewerLabel/setTooltipForegroundColor/Color, Set the foreground {@link Color} for tool tip. @param tooltipForegroundColor The tooltipForegroundColor to set. @since 3.3
method,org/eclipse/jface/viewers/ViewerLabel/hasNewTooltipForegroundColor/, Return whether or not the tool tip foreground color has been set. @return boolean. true if the tool tip foreground has been set. @since 3.3
method,org/eclipse/jface/viewers/ViewerLabel/getTooltipShift/, @return Returns the tooltipShift. @since 3.3
method,org/eclipse/jface/viewers/ViewerLabel/setTooltipShift/Point, @param tooltipShift The tooltipShift to set. @since 3.3
method,org/eclipse/jface/viewers/ViewerLabel/hasTooltipShift/, @return Return whether or not the tool tip shift has been set. @since 3.3
method,org/eclipse/jface/viewers/ViewerLabel/ViewerLabel/String;Image, Create a new instance of the receiver with the supplied initial text and image. @param initialText @param initialImage
method,org/eclipse/jface/viewers/LabelDecorator/prepareDecoration/Object;String;IDecorationContext, Prepare the element for decoration. If it is already decorated and ready for update return true. If decoration is pending return false. @param element The element to be decorated @param originalText The starting text. @param context The decoration context @return boolean true if the decoration is ready for this element
method,org/eclipse/jface/viewers/LabelDecorator/LabelDecorator/,
method,org/eclipse/jface/viewers/ColumnLayoutData/ColumnLayoutData/boolean, Creates a new column layout data object. @param resizable true if the column is resizable, and false if not
field,org/eclipse/jface/viewers/ColumnLayoutData/resizable, Indicates whether the column is resizable.
interface,org/eclipse/jface/viewers/IInputSelectionProvider, Interface common to all objects that provide both an input and a selection.
method,org/eclipse/jface/viewers/FocusCellOwnerDrawHighlighter/getSelectedCellBackgroundColor/ViewerCell, The color to use when rendering the background of the selected cell when the control has the input focus @param cell the cell which is colored @return the color or null to use the default
method,org/eclipse/jface/viewers/FocusCellOwnerDrawHighlighter/getSelectedCellForegroundColor/ViewerCell, The color to use when rendering the foreground (=text) of the selected cell when the control has the input focus @param cell the cell which is colored @return the color or null to use the default
method,org/eclipse/jface/viewers/FocusCellOwnerDrawHighlighter/getSelectedCellForegroundColorNoFocus/ViewerCell, The color to use when rendering the foreground (=text) of the selected cell when the control has no input focus @param cell the cell which is colored @return the color or null to use the same used when control has focus @since 3.4
method,org/eclipse/jface/viewers/FocusCellOwnerDrawHighlighter/getSelectedCellBackgroundColorNoFocus/ViewerCell, The color to use when rendering the background of the selected cell when the control has no input focus @param cell the cell which is colored @return the color or null to use the same used when control has focus @since 3.4
method,org/eclipse/jface/viewers/FocusCellOwnerDrawHighlighter/focusCellChanged/ViewerCell;ViewerCell,
method,org/eclipse/jface/viewers/FocusCellOwnerDrawHighlighter/FocusCellOwnerDrawHighlighter/ColumnViewer, Create a new instance which can be passed to a {@link TreeViewerFocusCellManager} @param viewer the viewer
class,org/eclipse/jface/viewers/LabelProviderChangedEvent, Event object describing a label provider state change. @see ILabelProviderListener
method,org/eclipse/jface/viewers/LabelProviderChangedEvent/getElement/, Returns the first element whose label needs to be updated, or null if all labels need to be updated. @return the element whose label needs to be updated or null
method,org/eclipse/jface/viewers/LabelProviderChangedEvent/getElements/, Returns the elements whose labels need to be updated, or null if all labels need to be updated. @return the element whose labels need to be updated or null
method,org/eclipse/jface/viewers/CellLabelProvider/getToolTipImage/Object, Get the image displayed in the tool tip for object. If {@link #getToolTipText(Object)} and {@link #getToolTipImage(Object)} both return null the control is set back to standard behavior @param object the element for which the tool tip is shown @return {@link Image} or null if there is not image.
method,org/eclipse/jface/viewers/CellLabelProvider/getToolTipText/Object, Get the text displayed in the tool tip for object. If {@link #getToolTipText(Object)} and {@link #getToolTipImage(Object)} both return null the control is set back to standard behavior @param element the element for which the tool tip is shown @return the {@link String} or null if there is not text to display
method,org/eclipse/jface/viewers/CellLabelProvider/getToolTipBackgroundColor/Object, Return the background color used for the tool tip @param object the {@link Object} for which the tool tip is shown @return the {@link Color} used or null if you want to use the default color {@link SWT#COLOR_INFO_BACKGROUND} @see SWT#COLOR_INFO_BACKGROUND
method,org/eclipse/jface/viewers/CellLabelProvider/getToolTipForegroundColor/Object, The foreground color used to display the the text in the tool tip @param object the {@link Object} for which the tool tip is shown @return the {@link Color} used or null if you want to use the default color {@link SWT#COLOR_INFO_FOREGROUND} @see SWT#COLOR_INFO_FOREGROUND
method,org/eclipse/jface/viewers/CellLabelProvider/getToolTipFont/Object, Get the {@link Font} used to display the tool tip @param object the element for which the tool tip is shown @return {@link Font} or null if the default font is to be used.
method,org/eclipse/jface/viewers/CellLabelProvider/getToolTipTimeDisplayed/Object, The time in milliseconds the tool tip is shown for. @param object the {@link Object} for which the tool tip is shown @return time in milliseconds the tool tip is shown for
method,org/eclipse/jface/viewers/CellLabelProvider/getToolTipDisplayDelayTime/Object, The time in milliseconds until the tool tip is displayed. @param object the {@link Object} for which the tool tip is shown @return time in milliseconds until the tool tip is displayed
method,org/eclipse/jface/viewers/CellLabelProvider/getToolTipStyle/Object, The {@link SWT} style used to create the {@link CLabel} (see there for supported styles). By default {@link SWT#SHADOW_NONE} is used. @param object the element for which the tool tip is shown @return the style used to create the label @see CLabel
method,org/eclipse/jface/viewers/CellLabelProvider/update/ViewerCell, Update the label for cell. @param cell {@link ViewerCell}
method,org/eclipse/jface/viewers/CellLabelProvider/CellLabelProvider/, Create a new instance of the receiver.
method,org/eclipse/jface/viewers/ViewerRow/getBounds/int, Get the bounds of the entry at the columnIndex, @param columnIndex @return {@link Rectangle}
method,org/eclipse/jface/viewers/ViewerRow/getBounds/, Return the bounds for the whole item. @return {@link Rectangle}
method,org/eclipse/jface/viewers/ViewerRow/getItem/, Return the item for the receiver. @return {@link Widget}
method,org/eclipse/jface/viewers/ViewerRow/getColumnCount/, Return the number of columns for the receiver. @return the number of columns
method,org/eclipse/jface/viewers/ViewerRow/getImage/int, Return the image at the columnIndex. @param columnIndex @return {@link Image} or null
method,org/eclipse/jface/viewers/ViewerRow/setImage/int;Image, Set the image at the columnIndex @param columnIndex @param image
method,org/eclipse/jface/viewers/ViewerRow/getText/int, Get the text at the columnIndex. @param columnIndex @return {@link String}
method,org/eclipse/jface/viewers/ViewerRow/setText/int;String, Set the text at the columnIndex @param columnIndex @param text
method,org/eclipse/jface/viewers/ViewerRow/getBackground/int, Get the background at the columnIndex, @param columnIndex @return {@link Color} or null
method,org/eclipse/jface/viewers/ViewerRow/setBackground/int;Color, Set the background at the columnIndex. @param columnIndex @param color
method,org/eclipse/jface/viewers/ViewerRow/getForeground/int, Get the foreground at the columnIndex. @param columnIndex @return {@link Color} or null
method,org/eclipse/jface/viewers/ViewerRow/setForeground/int;Color, Set the foreground at the columnIndex. @param columnIndex @param color
method,org/eclipse/jface/viewers/ViewerRow/getFont/int, Get the font at the columnIndex. @param columnIndex @return {@link Font} or null
method,org/eclipse/jface/viewers/ViewerRow/setFont/int;Font, Set the {@link Font} at the columnIndex. @param columnIndex @param font
method,org/eclipse/jface/viewers/ViewerRow/getCell/Point, Get the ViewerCell at point. @param point @return @return {@link ViewerCell} or null if the point is not in the bounds of a cell
method,org/eclipse/jface/viewers/ViewerRow/getColumnIndex/Point, Get the columnIndex of the point. @param point @return int or -1 if it cannot be found.
method,org/eclipse/jface/viewers/ViewerRow/getControl/, Get the Control for the receiver. @return {@link Control}
method,org/eclipse/jface/viewers/ViewerRow/getTreePath/, The tree path used to identify an element by the unique path @return the path
method,org/eclipse/jface/viewers/ViewerRow/clone/,
method,org/eclipse/jface/viewers/ViewerRow/getElement/, @return the model element
method,org/eclipse/jface/viewers/ViewerRow/hashCode/,
method,org/eclipse/jface/viewers/ViewerRow/equals/Object,
method,org/eclipse/jface/viewers/ViewerRow/getStyleRanges/int, Returns the style ranges to be applied on the text label at the column index or null if no style ranges have been set. @param columnIndex the index of the column @return styleRanges the styled ranges @since 3.4
method,org/eclipse/jface/viewers/ViewerRow/isColumnVisible/int, Returns true if the column with the given index is visible @param columnIndex the column index @return true if the column is visible @since 3.5
method,org/eclipse/jface/viewers/ViewerRow/ViewerRow/,
field,org/eclipse/jface/viewers/ViewerRow/ABOVE, Constant denoting the row above the current one (value is 1). @see #getNeighbor(int, boolean)
field,org/eclipse/jface/viewers/ViewerRow/BELOW, Constant denoting the row below the current one (value is 2). @see #getNeighbor(int, boolean)
interface,org/eclipse/jface/viewers/IFontProvider, Interface to provide font representation for a given element. @see org.eclipse.jface.viewers.IFontDecorator @since 3.0
method,org/eclipse/jface/viewers/IFontProvider/getFont/Object, Provides a font for the given element. @param element the element @return the font for the element, or null to use the default font
class,org/eclipse/jface/viewers/ColumnViewerToolTipSupport, The ColumnViewerTooltipSupport is the class that provides tool tips for ColumnViewers. @since 3.3
method,org/eclipse/jface/viewers/ColumnViewerToolTipSupport/getToolTipArea/Event,
method,org/eclipse/jface/viewers/ColumnViewerToolTipSupport/shouldCreateToolTip/Event,
method,org/eclipse/jface/viewers/ColumnViewerToolTipSupport/afterHideToolTip/Event,
method,org/eclipse/jface/viewers/ViewerSorter/getCollator/, Returns the collator used to sort strings. @return the collator used to sort strings @deprecated as of 3.3 Use {@link ViewerComparator#getComparator()}
method,org/eclipse/jface/viewers/ViewerSorter/ViewerSorter/, Creates a new viewer sorter, which uses the default collator to sort strings.
method,org/eclipse/jface/viewers/ViewerSorter/ViewerSorter/Collator, Creates a new viewer sorter, which uses the given collator to sort strings. @param collator the collator to use to sort strings
field,org/eclipse/jface/viewers/ViewerSorter/collator, The collator used to sort strings. @deprecated as of 3.3 Use {@link ViewerComparator#getComparator()}
class,org/eclipse/jface/viewers/TableViewerFocusCellManager, This class is responsible to provide the concept of cells for {@link Table}. This concept is needed to provide features like editor activation with the keyboard @since 3.3
method,org/eclipse/jface/viewers/TableViewerFocusCellManager/getFocusCell/,
method,org/eclipse/jface/viewers/TableViewerFocusCellManager/TableViewerFocusCellManager/TableViewer;FocusCellHighlighter, Create a new manager with a default navigation strategy: SWT.ARROW_UP: navigate to cell above SWT.ARROW_DOWN: navigate to cell below SWT.ARROW_RIGHT: navigate to next visible cell on the right SWT.ARROW_LEFT: navigate to next visible cell on the left @param viewer the viewer the manager is bound to @param focusDrawingDelegate the delegate responsible to highlight selected cell
method,org/eclipse/jface/viewers/TableViewerFocusCellManager/TableViewerFocusCellManager/TableViewer;FocusCellHighlighter;CellNavigationStrategy, Create a new manager @param viewer the viewer the manager is bound to @param focusDrawingDelegate the delegate responsible to highlight selected cell @param navigationStrategy the strategy used to navigate the cells @since 3.4
method,org/eclipse/jface/viewers/StructuredSelection/equals/Object, Returns whether this structured selection is equal to the given object. Two structured selections are equal if they contain the same elements in the same order. @param o the other object @return true if they are equal, and false otherwise
method,org/eclipse/jface/viewers/StructuredSelection/getFirstElement/,
method,org/eclipse/jface/viewers/StructuredSelection/isEmpty/,
method,org/eclipse/jface/viewers/StructuredSelection/iterator/,
method,org/eclipse/jface/viewers/StructuredSelection/size/,
method,org/eclipse/jface/viewers/StructuredSelection/toArray/,
method,org/eclipse/jface/viewers/StructuredSelection/toList/,
method,org/eclipse/jface/viewers/StructuredSelection/StructuredSelection/, Creates a new empty selection. See also the static field EMPTY which contains an empty selection singleton. @see #EMPTY
method,org/eclipse/jface/viewers/StructuredSelection/StructuredSelection/List, Creates a structured selection from the given List. @param elements list of selected elements
interface,org/eclipse/jface/viewers/ICheckable, Interface for objects that support elements with a checked state. @see ICheckStateListener @see CheckStateChangedEvent
method,org/eclipse/jface/viewers/ICheckable/addCheckStateListener/ICheckStateListener, Adds a listener for changes to the checked state of elements in this viewer. Has no effect if an identical listener is already registered. @param listener a check state listener
method,org/eclipse/jface/viewers/ICheckable/getChecked/Object, Returns the checked state of the given element. @param element the element @return true if the element is checked, and false if not checked
method,org/eclipse/jface/viewers/ICheckable/removeCheckStateListener/ICheckStateListener, Removes the given check state listener from this viewer. Has no effect if an identical listener is not registered. @param listener a check state listener
class,org/eclipse/jface/viewers/TreeNode, A simple data structure that is useful for implemented tree models. This can be returned by {@link org.eclipse.jface.viewers.IStructuredContentProvider#getElements(Object)}. It allows simple delegation of methods from {@link org.eclipse.jface.viewers.ITreeContentProvider} such as {@link org.eclipse.jface.viewers.ITreeContentProvider#getChildren(Object)}, {@link org.eclipse.jface.viewers.ITreeContentProvider#getParent(Object)} and {@link org.eclipse.jface.viewers.ITreeContentProvider#hasChildren(Object)} @since 3.2
method,org/eclipse/jface/viewers/TreeNode/equals/Object,
method,org/eclipse/jface/viewers/TreeNode/hasChildren/, Returns whether the tree has any children. @return true if its array of children is not null and is non-empty; false otherwise.
method,org/eclipse/jface/viewers/TreeNode/hashCode/,
method,org/eclipse/jface/viewers/ListViewer/getControl/,
method,org/eclipse/jface/viewers/ListViewer/getList/, Returns this list viewer's list control. @return the list control
method,org/eclipse/jface/viewers/ListViewer/reveal/Object,
method,org/eclipse/jface/viewers/ListViewer/listAdd/String;int,
method,org/eclipse/jface/viewers/ListViewer/listSetItem/int;String,
method,org/eclipse/jface/viewers/ListViewer/listGetSelectionIndices/,
method,org/eclipse/jface/viewers/ListViewer/listGetItemCount/,
method,org/eclipse/jface/viewers/ListViewer/listSetItems/String[],
method,org/eclipse/jface/viewers/ListViewer/listRemoveAll/,
method,org/eclipse/jface/viewers/ListViewer/listRemove/int,
method,org/eclipse/jface/viewers/ListViewer/listSetSelection/int[],
method,org/eclipse/jface/viewers/ListViewer/listDeselectAll/,
method,org/eclipse/jface/viewers/ListViewer/listShowSelection/,
method,org/eclipse/jface/viewers/ListViewer/listGetTopIndex/,
method,org/eclipse/jface/viewers/ListViewer/listSetTopIndex/int,
method,org/eclipse/jface/viewers/ListViewer/setSelectionToWidget/List;boolean,
method,org/eclipse/jface/viewers/ListViewer/ListViewer/Composite, Creates a list viewer on a newly-created list control under the given parent. The list control is created using the SWT style bits MULTI, H_SCROLL, V_SCROLL, and BORDER. The viewer has no input, no content provider, a default label provider, no sorter, and no filters. @param parent the parent control
method,org/eclipse/jface/viewers/ListViewer/ListViewer/Composite;int, Creates a list viewer on a newly-created list control under the given parent. The list control is created using the given SWT style bits. The viewer has no input, no content provider, a default label provider, no sorter, and no filters. @param parent the parent control @param style the SWT style bits
method,org/eclipse/jface/viewers/ListViewer/ListViewer/org/eclipse/swt/widgets/List, Creates a list viewer on the given list control. The viewer has no input, no content provider, a default label provider, no sorter, and no filters. @param list the list control
class,org/eclipse/jface/viewers/ColumnViewerEditorActivationEvent, This event is passed on when a cell-editor is going to be activated @since 3.3 
method,org/eclipse/jface/viewers/ColumnViewerEditorActivationEvent/ColumnViewerEditorActivationEvent/ViewerCell, This constructor can be used when no event exists. The type set is {@link #PROGRAMMATIC} @param cell the cell
method,org/eclipse/jface/viewers/ColumnViewerEditorActivationEvent/ColumnViewerEditorActivationEvent/ViewerCell;MouseEvent, This constructor is used for all types of mouse events. Currently the type is can be {@link #MOUSE_CLICK_SELECTION} and {@link #MOUSE_DOUBLE_CLICK_SELECTION} @param cell the cell source of the event @param event the event
method,org/eclipse/jface/viewers/ColumnViewerEditorActivationEvent/ColumnViewerEditorActivationEvent/ViewerCell;KeyEvent, @param cell the cell source of the event @param event the event
method,org/eclipse/jface/viewers/ColumnViewerEditorActivationEvent/ColumnViewerEditorActivationEvent/ViewerCell;TraverseEvent, This constructor is used to mark the activation triggered by a traversal @param cell the cell source of the event @param event the event
field,org/eclipse/jface/viewers/ColumnViewerEditorActivationEvent/KEY_PRESSED, if a key is pressed on a selected cell
field,org/eclipse/jface/viewers/ColumnViewerEditorActivationEvent/MOUSE_CLICK_SELECTION, if a cell is selected using a single click of the mouse
field,org/eclipse/jface/viewers/ColumnViewerEditorActivationEvent/MOUSE_DOUBLE_CLICK_SELECTION, if a cell is selected using double clicking of the mouse
field,org/eclipse/jface/viewers/ColumnViewerEditorActivationEvent/PROGRAMMATIC, if a cell is activated using code like e.g {@link ColumnViewer#editElement(Object, int)}
field,org/eclipse/jface/viewers/ColumnViewerEditorActivationEvent/TRAVERSAL, is a cell is activated by traversing
