id,type,path,apidoc_Text
2291,method,org/eclipse/jface/bindings/keys/KeyBinding/getTriggerSequence/,
2294,method,org/eclipse/jface/bindings/keys/KeyStroke/getInstance/int,Creates an instance of <code>KeyStroke</code> given a natural key.\n \n @param naturalKey\n            the natural key. The format of this integer is defined by\n            whichever widget toolkit you are using; <code>NO_KEY</code>\n            always means no natural key.\n @return a key stroke. This key stroke will have no modifier keys.\n         Guaranteed not to be <code>null</code>.\n @see SWTKeySupport\n
2295,method,org/eclipse/jface/bindings/keys/KeyStroke/getInstance/int;int,Creates an instance of <code>KeyStroke</code> given a set of modifier keys\n and a natural key.\n \n @param modifierKeys\n            the modifier keys. The format of this integer is defined by\n            whichever widget toolkit you are using; <code>NO_KEY</code>\n            always means no modifier keys.\n @param naturalKey\n            the natural key. The format of this integer is defined by\n            whichever widget toolkit you are using; <code>NO_KEY</code>\n            always means no natural key.\n @return a key stroke. Guaranteed not to be <code>null</code>.\n @see SWTKeySupport\n
2296,method,org/eclipse/jface/bindings/keys/KeyStroke/getInstance/String,Creates an instance of <code>KeyStroke</code> by parsing a given a formal\n string representation.\n \n @param string\n            the formal string representation to parse.\n @return a key stroke. Guaranteed not to be <code>null</code>.\n @throws ParseException\n             if the given formal string representation could not be parsed\n             to a valid key stroke.\n
2297,method,org/eclipse/jface/bindings/keys/KeyStroke/compareTo/Object,
2298,method,org/eclipse/jface/bindings/keys/KeyStroke/equals/Object,
2300,method,org/eclipse/jface/bindings/keys/KeyStroke/getModifierKeys/,Returns the modifier keys for this key stroke.\n \n @return the bit mask of modifier keys; <code>NO_KEY</code> means that\n         there is no modifier key.\n
2301,method,org/eclipse/jface/bindings/keys/KeyStroke/getNaturalKey/,"Returns the natural key for this key stroke.\n \n @return The natural key for this key stroke. This value is\n         <code>NO_KEY</code> if the key stroke is incomplete (i.e., has\n         no natural key).\n"
2302,method,org/eclipse/jface/bindings/keys/KeyStroke/hashCode/,
2303,method,org/eclipse/jface/bindings/keys/KeyStroke/isComplete/,"Returns whether or not this key stroke is complete. Key strokes are\n complete iff they have a natural key which is not <code>NO_KEY</code>.\n \n @return <code>true</code>, iff the key stroke is complete.\n"
2304,method,org/eclipse/jface/bindings/keys/KeyStroke/toString/,Returns the formal string representation for this key stroke.\n \n @return The formal string representation for this key stroke. Guaranteed\n         not to be <code>null</code>.\n @see java.lang.Object#toString()\n
2306,field,org/eclipse/jface/bindings/keys/KeyStroke/KEY_DELIMITERS,The set of delimiters for <code>Key</code> objects allowed during\n parsing of the formal string representation.\n
2307,field,org/eclipse/jface/bindings/keys/KeyStroke/NO_KEY,The representation for no key.\n
2308,class,org/eclipse/jface/bindings/keys/formatting/FormalKeyFormatter,"<p>\n Formats the keys in the internal key sequence grammar. This is used for\n persistence, and is not really intended for display to the user.\n </p>\n \n @since 3.1\n"
2309,method,org/eclipse/jface/bindings/keys/formatting/FormalKeyFormatter/format/int,
2310,method,org/eclipse/jface/bindings/keys/formatting/FormalKeyFormatter/getKeyDelimiter/,
2311,method,org/eclipse/jface/bindings/keys/formatting/FormalKeyFormatter/getKeyStrokeDelimiter/,
2312,method,org/eclipse/jface/bindings/keys/formatting/FormalKeyFormatter/sortModifierKeys/int,
2313,method,org/eclipse/jface/bindings/keys/formatting/FormalKeyFormatter/FormalKeyFormatter/,
2314,interface,org/eclipse/jface/bindings/keys/formatting/IKeyFormatter,"<p>\n Any formatter capable of taking a key sequence or a key stroke and converting\n it into a string. These formatters are used to produce the strings that the\n user sees in the keys preference page and the menus, as well as the strings\n that are used for persistent storage.\n </p>\n \n @since 3.1\n"
2318,class,org/eclipse/jface/bindings/keys/formatting/KeyFormatterFactory,<p>\n A cache for formatters. It keeps a few instances of pre-defined instances of\n <code>IKeyFormatter</code> available for use. It also allows the default\n formatter to be changed.\n </p>\n \n @since 3.1\n @see org.eclipse.jface.bindings.keys.formatting.IKeyFormatter\n
2323,class,org/eclipse/jface/bindings/keys/formatting/EmacsKeyFormatter,<p>\n A key formatter providing the Emacs-style accelerators using single letters\n to represent the modifier keys.\n </p>\n \n @since 3.1\n
2325,method,org/eclipse/jface/bindings/keys/formatting/EmacsKeyFormatter/getKeyDelimiter/,
2326,method,org/eclipse/jface/bindings/keys/formatting/EmacsKeyFormatter/getKeyStrokeDelimiter/,
2327,method,org/eclipse/jface/bindings/keys/formatting/EmacsKeyFormatter/sortModifierKeys/int,
2328,method,org/eclipse/jface/bindings/keys/formatting/EmacsKeyFormatter/EmacsKeyFormatter/,
2330,method,org/eclipse/jface/bindings/keys/formatting/AbstractKeyFormatter/format/int,
2331,method,org/eclipse/jface/bindings/keys/formatting/AbstractKeyFormatter/format/KeySequence,
2332,method,org/eclipse/jface/bindings/keys/formatting/AbstractKeyFormatter/format/KeyStroke,
2336,method,org/eclipse/jface/bindings/keys/formatting/AbstractKeyFormatter/AbstractKeyFormatter/,
2339,field,org/eclipse/jface/bindings/keys/formatting/AbstractKeyFormatter/NO_MODIFIER_KEYS,An empty integer array that can be used in\n <code>sortModifierKeys(int)</code>.\n
2340,class,org/eclipse/jface/bindings/keys/formatting/NativeKeyFormatter,<p>\n Formats the key sequences and key strokes into the native human-readable\n format. This is typically what you would see on the menus for the given\n platform and locale.\n </p>\n \n @since 3.1\n
2342,method,org/eclipse/jface/bindings/keys/formatting/NativeKeyFormatter/getKeyDelimiter/,
2343,method,org/eclipse/jface/bindings/keys/formatting/NativeKeyFormatter/getKeyStrokeDelimiter/,
2344,method,org/eclipse/jface/bindings/keys/formatting/NativeKeyFormatter/sortModifierKeys/int,
2345,method,org/eclipse/jface/bindings/keys/formatting/NativeKeyFormatter/NativeKeyFormatter/,
2351,interface,org/eclipse/jface/viewers/IDoubleClickListener,A listener which is notified of double-click events on viewers.\n
2352,method,org/eclipse/jface/viewers/IDoubleClickListener/doubleClick/DoubleClickEvent,Notifies of a double click.\n\n @param event event object describing the double-click\n
2353,interface,org/eclipse/jface/viewers/IElementComparer,"This interface is used to compare elements in a viewer for equality,\n and to provide the hash code for an element.\n This allows the client of the viewer to specify different equality criteria\n and a different hash code implementation than the \n <code>equals</code> and <code>hashCode</code> implementations of the\n elements themselves. \n \n @see StructuredViewer#setComparer\n"
2354,method,org/eclipse/jface/viewers/IElementComparer/equals/Object;Object,Compares two elements for equality\n \n @param a the first element\n @param b the second element\n @return whether a is equal to b\n
2355,method,org/eclipse/jface/viewers/IElementComparer/hashCode/Object,Returns the hash code for the given element.\n @param element the element the hash code is calculated for\n \n @return the hash code for the given element\n
2356,interface,org/eclipse/jface/viewers/IColorProvider,Interface to provide color representation for a given element.\n @see org.eclipse.jface.viewers.IColorDecorator\n
2357,method,org/eclipse/jface/viewers/IColorProvider/getForeground/Object,"Provides a foreground color for the given element.\n \n @param element the element\n @return	the foreground color for the element, or <code>null</code> \n   to use the default foreground color\n"
2358,method,org/eclipse/jface/viewers/IColorProvider/getBackground/Object,"Provides a background color for the given element.\n \n @param element the element\n @return	the background color for the element, or <code>null</code> \n   to use the default background color\n"
2360,method,org/eclipse/jface/viewers/ColumnViewer/hookControl/Control,
2363,method,org/eclipse/jface/viewers/ColumnViewer/getCell/Point,"Returns the viewer cell at the given widget-relative coordinates, or\n <code>null</code> if there is no cell at that location\n \n @param point\n 		the widget-relative coordinates\n @return the cell or <code>null</code> if no cell is found at the given\n 	point\n \n @since 3.4\n"
2364,method,org/eclipse/jface/viewers/ColumnViewer/getViewerRow/Point,Returns the viewer row at the given widget-relative coordinates.\n \n @param point\n 		the widget-relative coordinates of the viewer row\n @return ViewerRow the row or <code>null</code> if no row is found at the\n 	given coordinates\n
2366,method,org/eclipse/jface/viewers/ColumnViewer/getColumnViewerOwner/int,Returns the column widget at the given column index.\n \n @param columnIndex\n 		the column index\n @return Widget the column widget\n
2367,method,org/eclipse/jface/viewers/ColumnViewer/getItemAt/Point,"Returns the {@link Item} at the given widget-relative coordinates, or\n <code>null</code> if there is no item at the given coordinates.\n \n @param point\n 		the widget-relative coordinates\n @return the {@link Item} at the coordinates or <code>null</code> if there\n 	is no item at the given coordinates\n"
2368,method,org/eclipse/jface/viewers/ColumnViewer/getItem/int;int,
2371,method,org/eclipse/jface/viewers/ColumnViewer/applyEditorValue/,Apply the value of the active cell editor if one is active.\n \n @since 3.3\n
2377,method,org/eclipse/jface/viewers/ColumnViewer/refresh/Object,
2378,method,org/eclipse/jface/viewers/ColumnViewer/refresh/Object;boolean,
2379,method,org/eclipse/jface/viewers/ColumnViewer/update/Object;String[],
2384,method,org/eclipse/jface/viewers/ColumnViewer/getLabelProvider/int,Returns the label provider associated with the column at the given index\n or <code>null</code> if no column with this index is known.\n \n @param columnIndex\n 		the column index\n @return the label provider associated with the column or\n 	<code>null</code> if no column with this index is known\n \n @since 3.3\n
2386,method,org/eclipse/jface/viewers/ColumnViewer/setColumnViewerEditor/ColumnViewerEditor,@param columnViewerEditor\n 		the new column viewer editor\n
2387,method,org/eclipse/jface/viewers/ColumnViewer/getColumnViewerEditor/,@return the currently attached viewer editor\n
2388,method,org/eclipse/jface/viewers/ColumnViewer/getRawChildren/Object,
2392,method,org/eclipse/jface/viewers/ColumnViewer/ColumnViewer/,Create a new instance of the receiver.\n
2393,class,org/eclipse/jface/viewers/DoubleClickEvent,Event object describing a double-click. The source of these\n events is a viewer.\n\n @see IDoubleClickListener\n
2394,method,org/eclipse/jface/viewers/DoubleClickEvent/getSelection/,Returns the selection.\n\n @return the selection\n
2395,method,org/eclipse/jface/viewers/DoubleClickEvent/getViewer/,Returns the viewer that is the source of this event.\n\n @return the originating viewer\n
2396,method,org/eclipse/jface/viewers/DoubleClickEvent/DoubleClickEvent/Viewer;ISelection,Creates a new event for the given source and selection.\n\n @param source the viewer\n @param selection the selection\n
2397,field,org/eclipse/jface/viewers/DoubleClickEvent/selection,The selection.\n
2399,method,org/eclipse/jface/viewers/ComboViewer/listAdd/String;int,
2400,method,org/eclipse/jface/viewers/ComboViewer/listSetItem/int;String,
2401,method,org/eclipse/jface/viewers/ComboViewer/listGetSelectionIndices/,
2402,method,org/eclipse/jface/viewers/ComboViewer/listGetItemCount/,
2403,method,org/eclipse/jface/viewers/ComboViewer/listSetItems/String[],
2404,method,org/eclipse/jface/viewers/ComboViewer/listRemoveAll/,
2405,method,org/eclipse/jface/viewers/ComboViewer/listRemove/int,
2406,method,org/eclipse/jface/viewers/ComboViewer/getControl/,
2407,method,org/eclipse/jface/viewers/ComboViewer/getCCombo/,"Returns this list viewer's list control. If the viewer was not created on\n a CCombo control, some kind of unchecked exception is thrown.\n \n @return the list control\n @since 3.3\n"
2408,method,org/eclipse/jface/viewers/ComboViewer/getCombo/,"Returns this list viewer's list control. If the viewer was not created on\n a Combo control, some kind of unchecked exception is thrown.\n\n @return the list control\n"
2409,method,org/eclipse/jface/viewers/ComboViewer/reveal/Object,
2410,method,org/eclipse/jface/viewers/ComboViewer/listSetSelection/int[],
2411,method,org/eclipse/jface/viewers/ComboViewer/listDeselectAll/,
2412,method,org/eclipse/jface/viewers/ComboViewer/listShowSelection/,
2413,method,org/eclipse/jface/viewers/ComboViewer/ComboViewer/Composite,"Creates a combo viewer on a newly-created combo control under the given parent.\n The viewer has no input, no content provider, a default label provider, \n no sorter, and no filters.\n\n @param parent the parent control\n"
2414,method,org/eclipse/jface/viewers/ComboViewer/ComboViewer/Composite;int,"Creates a combo viewer on a newly-created combo control under the given parent.\n The combo control is created using the given SWT style bits.\n The viewer has no input, no content provider, a default label provider, \n no sorter, and no filters.\n\n @param parent the parent control\n @param style the SWT style bits\n"
2415,method,org/eclipse/jface/viewers/ComboViewer/ComboViewer/Combo,"Creates a combo viewer on the given combo control.\n The viewer has no input, no content provider, a default label provider, \n no sorter, and no filters.\n\n @param list the combo control\n"
2416,method,org/eclipse/jface/viewers/ComboViewer/ComboViewer/CCombo,"Creates a combo viewer on the given CCombo control.\n The viewer has no input, no content provider, a default label provider, \n no sorter, and no filters.\n\n @param list the CCombo control\n @since 3.3\n"
2417,class,org/eclipse/jface/viewers/ViewerCell,The ViewerCell is the JFace representation of a cell entry in a ViewerRow.\n \n @since 3.3\n \n
2418,method,org/eclipse/jface/viewers/ViewerCell/getColumnIndex/,Get the index of the cell.\n \n @return the index\n
2419,method,org/eclipse/jface/viewers/ViewerCell/getBounds/,Get the bounds of the cell.\n \n @return {@link Rectangle}\n
2420,method,org/eclipse/jface/viewers/ViewerCell/getElement/,Get the element this row represents.\n \n @return {@link Object}\n
2421,method,org/eclipse/jface/viewers/ViewerCell/getText/,Return the text for the cell.\n \n @return {@link String}\n
2422,method,org/eclipse/jface/viewers/ViewerCell/getImage/,Return the Image for the cell.\n \n @return {@link Image} or <code>null</code>\n
2423,method,org/eclipse/jface/viewers/ViewerCell/setBackground/Color,Set the background color of the cell.\n \n @param background\n
2424,method,org/eclipse/jface/viewers/ViewerCell/setForeground/Color,Set the foreground color of the cell.\n \n @param foreground\n
2425,method,org/eclipse/jface/viewers/ViewerCell/setFont/Font,Set the font of the cell.\n \n @param font\n
2426,method,org/eclipse/jface/viewers/ViewerCell/setText/String,Set the text for the cell.\n \n @param text\n
2427,method,org/eclipse/jface/viewers/ViewerCell/setImage/Image,Set the Image for the cell.\n \n @param image\n
2429,method,org/eclipse/jface/viewers/ViewerCell/getStyleRanges/,Returns the style ranges to be applied on the text label or\n <code>null</code> if no style ranges have been set.\n \n @return styleRanges the styled ranges\n \n @since 3.4\n
2430,method,org/eclipse/jface/viewers/ViewerCell/getItem/,Return the item for the receiver.\n \n @return {@link Item}\n
2431,method,org/eclipse/jface/viewers/ViewerCell/getControl/,Get the control for this cell.\n \n @return {@link Control}\n
2432,method,org/eclipse/jface/viewers/ViewerCell/getVisualIndex/,Get the current index. This can be different from the original index when\n columns are reordered\n \n @return the current index (as shown in the UI)\n @since 3.4\n
2434,method,org/eclipse/jface/viewers/ViewerCell/getViewerRow/,@return the row\n
2437,method,org/eclipse/jface/viewers/ViewerCell/getForeground/,Gets the foreground color of the cell.\n \n @return the foreground of the cell or <code>null</code> for the default\n         foreground\n \n @since 3.4\n
2438,method,org/eclipse/jface/viewers/ViewerCell/getBackground/,Gets the background color of the cell.\n \n @return the background of the cell or <code>null</code> for the default\n         background\n \n @since 3.4\n
2439,method,org/eclipse/jface/viewers/ViewerCell/getFont/,Gets the font of the cell.\n \n @return the font of the cell or <code>null</code> for the default font\n \n @since 3.4\n
2440,method,org/eclipse/jface/viewers/ViewerCell/hashCode/,
2441,method,org/eclipse/jface/viewers/ViewerCell/equals/Object,
2442,method,org/eclipse/jface/viewers/ViewerCell/scrollIntoView/,Scroll the cell into view\n \n @return true if the cell was scrolled into view\n @since 3.5\n
2443,field,org/eclipse/jface/viewers/ViewerCell/ABOVE,Constant denoting the cell above current one (value is 1).\n
2444,field,org/eclipse/jface/viewers/ViewerCell/BELOW,Constant denoting the cell below current one (value is 2).\n
2445,field,org/eclipse/jface/viewers/ViewerCell/LEFT,Constant denoting the cell to the left of the current one (value is 4).\n
2446,field,org/eclipse/jface/viewers/ViewerCell/RIGHT,Constant denoting the cell to the right of the current one (value is 8).\n
2447,class,org/eclipse/jface/viewers/AbstractListViewer,"Abstract base class for viewers that contain lists of items (such as a combo or list).\n Most of the viewer implementation is in this base class, except for the minimal code that\n actually communicates with the underlying widget.\n \n @see org.eclipse.jface.viewers.ListViewer\n @see org.eclipse.jface.viewers.ComboViewer\n \n @since 3.0\n"
2448,method,org/eclipse/jface/viewers/AbstractListViewer/listAdd/String;int,Adds the given string to the underlying widget at the given index\n  \n @param string the string to add\n @param index position to insert the string into\n
2449,method,org/eclipse/jface/viewers/AbstractListViewer/listSetItem/int;String,Sets the text of the item at the given index in the underlying widget.\n \n @param index index to modify\n @param string new text\n
2451,method,org/eclipse/jface/viewers/AbstractListViewer/listGetItemCount/,Returns the number of items contained in the underlying widget.\n\n @return the number of items\n
2452,method,org/eclipse/jface/viewers/AbstractListViewer/listSetItems/String[],Sets the underlying widget's items to be the given array of items.\n\n @param labels the array of label text\n
2453,method,org/eclipse/jface/viewers/AbstractListViewer/listRemoveAll/,Removes all of the items from the underlying widget.\n
2454,method,org/eclipse/jface/viewers/AbstractListViewer/listRemove/int,Removes the item from the underlying widget at the given\n zero-relative index.\n \n @param index the index for the item\n
2456,method,org/eclipse/jface/viewers/AbstractListViewer/listShowSelection/,"Shows the selection.  If the selection is already showing in the receiver,\n this method simply returns.  Otherwise, the items are scrolled until\n the selection is visible.\n"
2457,method,org/eclipse/jface/viewers/AbstractListViewer/listDeselectAll/,Deselects all selected items in the underlying widget.\n
2461,method,org/eclipse/jface/viewers/AbstractListViewer/doFindInputItem/Object,
2462,method,org/eclipse/jface/viewers/AbstractListViewer/doFindItem/Object,
2463,method,org/eclipse/jface/viewers/AbstractListViewer/doUpdateItem/Widget;Object;boolean,
2464,method,org/eclipse/jface/viewers/AbstractListViewer/getElementAt/int,"Returns the element with the given index from this list viewer.\n Returns <code>null</code> if the index is out of range.\n\n @param index the zero-based index\n @return the element at the given index, or <code>null</code> if the\n   index is out of range\n"
2465,method,org/eclipse/jface/viewers/AbstractListViewer/getLabelProvider/,"The list viewer implementation of this <code>Viewer</code> framework\n method returns the label provider, which in the case of list\n viewers will be an instance of <code>ILabelProvider</code>.\n"
2466,method,org/eclipse/jface/viewers/AbstractListViewer/getSelectionFromWidget/,
2468,method,org/eclipse/jface/viewers/AbstractListViewer/inputChanged/Object;Object,
2469,method,org/eclipse/jface/viewers/AbstractListViewer/internalRefresh/Object,
2470,method,org/eclipse/jface/viewers/AbstractListViewer/listGetTopIndex/,"Returns the index of the item currently at the top of the viewable area.\n <p>\n Default implementation returns -1.\n </p>\n @return index, -1 for none\n @since 3.3\n"
2471,method,org/eclipse/jface/viewers/AbstractListViewer/listSetTopIndex/int,Sets the index of the item to be at the top of the viewable area.\n <p>\n Default implementation does nothing.\n </p>\n @param index the given index. -1 for none.  index will always refer to a valid index.\n @since 3.3\n
2474,method,org/eclipse/jface/viewers/AbstractListViewer/setLabelProvider/IBaseLabelProvider,The list viewer implementation of this <code>Viewer</code> framework\n method ensures that the given label provider is an instance of\n <code>ILabelProvider</code>.\n \n <b>The optional interfaces {@link IColorProvider} and\n {@link IFontProvider} have no effect for this type of viewer</b>\n
2475,method,org/eclipse/jface/viewers/AbstractListViewer/setSelectionToWidget/List;boolean,
2476,method,org/eclipse/jface/viewers/AbstractListViewer/AbstractListViewer/,
2479,method,org/eclipse/jface/viewers/ILabelProvider/getText/Object,"Returns the text for the label of the given element.\n\n @param element the element for which to provide the label text\n @return the text string used to label the element, or <code>null</code>\n   if there is no text label for the given object\n"
2482,method,org/eclipse/jface/viewers/CheckboxTableViewer/addCheckStateListener/ICheckStateListener,
2484,method,org/eclipse/jface/viewers/CheckboxTableViewer/doUpdateItem/Widget;Object;boolean,
2485,method,org/eclipse/jface/viewers/CheckboxTableViewer/createTable/Composite;int,Creates a new table control with one column.\n\n @param parent the parent control\n @param style style bits\n @return a new table control\n
2486,method,org/eclipse/jface/viewers/CheckboxTableViewer/getChecked/Object,
2487,method,org/eclipse/jface/viewers/CheckboxTableViewer/getCheckedElements/,Returns a list of elements corresponding to checked table items in this\n viewer.\n <p>\n This method is typically used when preserving the interesting\n state of a viewer; <code>setCheckedElements</code> is used during the restore.\n </p>\n\n @return the array of checked elements\n @see #setCheckedElements\n
2488,method,org/eclipse/jface/viewers/CheckboxTableViewer/getGrayed/Object,"Returns the grayed state of the given element.\n\n @param element the element\n @return <code>true</code> if the element is grayed,\n   and <code>false</code> if not grayed\n"
2489,method,org/eclipse/jface/viewers/CheckboxTableViewer/getGrayedElements/,Returns a list of elements corresponding to grayed nodes in this\n viewer.\n <p>\n This method is typically used when preserving the interesting\n state of a viewer; <code>setGrayedElements</code> is used during the restore.\n </p>\n\n @return the array of grayed elements\n @see #setGrayedElements\n
2490,method,org/eclipse/jface/viewers/CheckboxTableViewer/handleSelect/SelectionEvent,
2491,method,org/eclipse/jface/viewers/CheckboxTableViewer/preservingSelection/Runnable,
2492,method,org/eclipse/jface/viewers/CheckboxTableViewer/removeCheckStateListener/ICheckStateListener,
2495,method,org/eclipse/jface/viewers/CheckboxTableViewer/setChecked/Object;boolean,
2502,class,org/eclipse/jface/viewers/DecoratingLabelProvider,"A decorating label provider is a label provider which combines \n a nested label provider and an optional decorator.\n The decorator decorates the label text, image, font and colors provided by \n the nested label provider.\n"
2503,method,org/eclipse/jface/viewers/DecoratingLabelProvider/addListener/ILabelProviderListener,The <code>DecoratingLabelProvider</code> implementation of this <code>IBaseLabelProvider</code> method\n adds the listener to both the nested label provider and the label decorator.\n\n @param listener a label provider listener\n
2504,method,org/eclipse/jface/viewers/DecoratingLabelProvider/dispose/,The <code>DecoratingLabelProvider</code> implementation of this <code>IBaseLabelProvider</code> method\n disposes both the nested label provider and the label decorator.\n
2505,method,org/eclipse/jface/viewers/DecoratingLabelProvider/getImage/Object,"The <code>DecoratingLabelProvider</code> implementation of this \n <code>ILabelProvider</code> method returns the image provided\n by the nested label provider's <code>getImage</code> method, \n decorated with the decoration provided by the label decorator's\n <code>decorateImage</code> method.\n"
2506,method,org/eclipse/jface/viewers/DecoratingLabelProvider/getLabelDecorator/,"Returns the label decorator, or <code>null</code> if none has been set.\n\n @return the label decorator, or <code>null</code> if none has been set.\n"
2507,method,org/eclipse/jface/viewers/DecoratingLabelProvider/getLabelProvider/,Returns the nested label provider.\n\n @return the nested label provider\n
2508,method,org/eclipse/jface/viewers/DecoratingLabelProvider/getText/Object,"The <code>DecoratingLabelProvider</code> implementation of this \n <code>ILabelProvider</code> method returns the text label provided\n by the nested label provider's <code>getText</code> method, \n decorated with the decoration provided by the label decorator's\n <code>decorateText</code> method.\n"
2509,method,org/eclipse/jface/viewers/DecoratingLabelProvider/isLabelProperty/Object;String,The <code>DecoratingLabelProvider</code> implementation of this \n <code>IBaseLabelProvider</code> method returns <code>true</code> if the corresponding method\n on the nested label provider returns <code>true</code> or if the corresponding method on the \n decorator returns <code>true</code>.\n
2510,method,org/eclipse/jface/viewers/DecoratingLabelProvider/removeListener/ILabelProviderListener,The <code>DecoratingLabelProvider</code> implementation of this <code>IBaseLabelProvider</code> method\n removes the listener from both the nested label provider and the label decorator.\n\n @param listener a label provider listener\n
2512,method,org/eclipse/jface/viewers/DecoratingLabelProvider/updateLabel/ViewerLabel;Object,
2513,method,org/eclipse/jface/viewers/DecoratingLabelProvider/updateForDecorationReady/ViewerLabel;Object,Decoration is ready. Update anything else for the settings.\n @param settings The object collecting the settings.\n @param element The Object being decorated.\n @since 3.1\n
2514,method,org/eclipse/jface/viewers/DecoratingLabelProvider/getBackground/Object,
2515,method,org/eclipse/jface/viewers/DecoratingLabelProvider/getFont/Object,
2516,method,org/eclipse/jface/viewers/DecoratingLabelProvider/getForeground/Object,
2517,method,org/eclipse/jface/viewers/DecoratingLabelProvider/getDecorationContext/,Return the decoration context associated with this label provider.\n It will be passed to the decorator if the decorator is an \n instance of {@link LabelDecorator}.\n @return the decoration context associated with this label provider\n \n @since 3.2\n
2518,method,org/eclipse/jface/viewers/DecoratingLabelProvider/setDecorationContext/IDecorationContext,Set the decoration context that will be based to the decorator \n for this label provider if that decorator implements {@link LabelDecorator}.\n @param decorationContext the decoration context.\n \n @since 3.2\n
2519,method,org/eclipse/jface/viewers/DecoratingLabelProvider/updateLabel/ViewerLabel;TreePath,
2520,method,org/eclipse/jface/viewers/DecoratingLabelProvider/DecoratingLabelProvider/ILabelProvider;ILabelDecorator,"Creates a decorating label provider which uses the given label decorator\n to decorate labels provided by the given label provider.\n\n @param provider the nested label provider\n @param decorator the label decorator, or <code>null</code> if no decorator is to be used initially\n"
2522,method,org/eclipse/jface/viewers/TableTreeViewer/addTreeListener/Control;TreeListener,
2523,method,org/eclipse/jface/viewers/TableTreeViewer/cancelEditing/,Cancels a currently active cell editor. All changes already done in the\n cell editor are lost.\n
2524,method,org/eclipse/jface/viewers/TableTreeViewer/doUpdateItem/Item;Object,
2525,method,org/eclipse/jface/viewers/TableTreeViewer/editElement/Object;int,Starts editing the given element.\n \n @param element\n            the element\n @param column\n            the column number\n
2526,method,org/eclipse/jface/viewers/TableTreeViewer/getCellEditors/,Returns the cell editors of this viewer.\n \n @return the list of cell editors\n
2527,method,org/eclipse/jface/viewers/TableTreeViewer/getCellModifier/,Returns the cell modifier of this viewer.\n \n @return the cell modifier\n
2528,method,org/eclipse/jface/viewers/TableTreeViewer/getChildren/Widget,
2529,method,org/eclipse/jface/viewers/TableTreeViewer/getChild/Widget;int,
2531,method,org/eclipse/jface/viewers/TableTreeViewer/getControl/,
2532,method,org/eclipse/jface/viewers/TableTreeViewer/getElementAt/int,"Returns the element with the given index from this viewer. Returns\n <code>null</code> if the index is out of range.\n <p>\n This method is internal to the framework.\n </p>\n \n @param index\n            the zero-based index\n @return the element at the given index, or <code>null</code> if the\n         index is out of range\n"
2533,method,org/eclipse/jface/viewers/TableTreeViewer/getExpanded/Item,
2534,method,org/eclipse/jface/viewers/TableTreeViewer/getItemAt/Point,
2535,method,org/eclipse/jface/viewers/TableTreeViewer/getItemCount/Control,
2536,method,org/eclipse/jface/viewers/TableTreeViewer/getItemCount/Item,
2537,method,org/eclipse/jface/viewers/TableTreeViewer/getItems/org/eclipse/swt/widgets/Item,
2539,method,org/eclipse/jface/viewers/TableTreeViewer/getParentItem/Item,
2540,method,org/eclipse/jface/viewers/TableTreeViewer/getSelection/Control,
2541,method,org/eclipse/jface/viewers/TableTreeViewer/getTableTree/,Returns this table tree viewer's table tree control.\n \n @return the table tree control\n
2542,method,org/eclipse/jface/viewers/TableTreeViewer/hookControl/Control,
2543,method,org/eclipse/jface/viewers/TableTreeViewer/isCellEditorActive/,"Returns whether there is an active cell editor.\n \n @return <code>true</code> if there is an active cell editor, and\n         <code>false</code> otherwise\n"
2544,method,org/eclipse/jface/viewers/TableTreeViewer/newItem/Widget;int;int,
2545,method,org/eclipse/jface/viewers/TableTreeViewer/removeAll/Control,
2546,method,org/eclipse/jface/viewers/TableTreeViewer/setCellEditors/CellEditor[],Sets the cell editors of this table viewer.\n \n @param editors\n            the list of cell editors\n
2547,method,org/eclipse/jface/viewers/TableTreeViewer/setCellModifier/ICellModifier,Sets the cell modifier of this table viewer.\n \n @param modifier\n            the cell modifier\n
2549,method,org/eclipse/jface/viewers/TableTreeViewer/setExpanded/Item;boolean,
2550,method,org/eclipse/jface/viewers/TableTreeViewer/setSelection/List,
2551,method,org/eclipse/jface/viewers/TableTreeViewer/showItem/Item,
2552,method,org/eclipse/jface/viewers/TableTreeViewer/TableTreeViewer/TableTree,"Creates a table tree viewer on the given table tree control. The viewer\n has no input, no content provider, a default label provider, no sorter,\n and no filters.\n \n @param tree\n            the table tree control\n"
2553,method,org/eclipse/jface/viewers/TableTreeViewer/TableTreeViewer/Composite,"Creates a table tree viewer on a newly-created table tree control under\n the given parent. The table tree control is created using the SWT style\n bits <code>MULTI, H_SCROLL, V_SCROLL, and BORDER</code>. The viewer\n has no input, no content provider, a default label provider, no sorter,\n and no filters.\n \n @param parent\n            the parent control\n"
2554,method,org/eclipse/jface/viewers/TableTreeViewer/TableTreeViewer/Composite;int,"Creates a table tree viewer on a newly-created table tree control under\n the given parent. The table tree control is created using the given SWT\n style bits. The viewer has no input, no content provider, a default label\n provider, no sorter, and no filters.\n \n @param parent\n            the parent control\n @param style\n            the SWT style bits\n"
2555,interface,org/eclipse/jface/viewers/IColorDecorator,The IColorDecorator is an interface for objects that return a color to\n decorate either the foreground and background colors for displaying an\n an object.\n \n If an IColorDecorator decorates a foreground or background in an object \n that also has an IColorProvider the IColorDecorator will take precedence.\n @see IColorProvider\n \n @since 3.1\n
