id,type,path,text
11010,method,java/io/FilterInputStream/reset/," Repositions this stream to the position at the time the \n <code>mark</code> method was last called on this input stream. \n <p>\n This method\n simply performs <code>in.reset()</code>.\n <p>\n Stream marks are intended to be used in\n situations where you need to read ahead a little to see what's in\n the stream. Often this is most easily done by invoking some\n general parser. If the stream is of the type handled by the\n parse, it just chugs along happily. If the stream is not of\n that type, the parser should toss an exception when it fails.\n If this happens within readlimit bytes, it allows the outer\n code to reset the stream and try another parser.\n\n @exception  IOException  if the stream has not been marked or if the\n               mark has been invalidated.\n @see        java.io.FilterInputStream#in\n @see        java.io.FilterInputStream#mark(int)\n"
11015,method,java/io/FilenameFilter/accept/File;String," Tests if a specified file should be included in a file list.\n\n @param   dir    the directory in which the file was found.\n @param   name   the name of the file.\n @return  <code>true</code> if and only if the name should be\n included in the file list; <code>false</code> otherwise.\n"
11016,class,java/io/FileWriter," Convenience class for writing character files.  The constructors of this\n class assume that the default character encoding and the default byte-buffer\n size are acceptable.  To specify these values yourself, construct an\n OutputStreamWriter on a FileOutputStream.\n\n <p>Whether or not a file is available or may be created depends upon the\n underlying platform.  Some platforms, in particular, allow a file to be\n opened for writing by only one <tt>FileWriter</tt> (or other file-writing\n object) at a time.  In such situations the constructors in this class\n will fail if the file involved is already open.\n\n <p><code>FileWriter</code> is meant for writing streams of characters.\n For writing streams of raw bytes, consider using a\n <code>FileOutputStream</code>.\n\n @see OutputStreamWriter\n @see FileOutputStream\n\n @version 	1.20, 10/03/23\n @author	Mark Reinhold\n @since	JDK1.1\n"
11026,class,java/io/FilePermission," This class represents access to a file or directory.  A FilePermission consists\n of a pathname and a set of actions valid for that pathname.\n <P>\n Pathname is the pathname of the file or directory granted the specified\n actions. A pathname that ends in "/*" (where "/" is\n the file separator character, <code>File.separatorChar</code>) indicates\n all the files and directories contained in that directory. A pathname\n that ends with "/-" indicates (recursively) all files\n and subdirectories contained in that directory. A pathname consisting of\n the special token "&lt;&lt;ALL FILES&gt;&gt;" matches <b>any</b> file.\n <P>\n Note: A pathname consisting of a single "*" indicates all the files\n in the current directory, while a pathname consisting of a single "-" \n indicates all the files in the current directory and\n (recursively) all files and subdirectories contained in the current \n directory.\n <P>\n The actions to be granted are passed to the constructor in a string containing \n a list of one or more comma-separated keywords. The possible keywords are\n "read", "write", "execute", and "delete". Their meaning is defined as follows:\n <P>\n <DL> \n    <DT> read <DD> read permission\n    <DT> write <DD> write permission\n    <DT> execute \n    <DD> execute permission. Allows <code>Runtime.exec</code> to\n         be called. Corresponds to <code>SecurityManager.checkExec</code>.\n    <DT> delete\n    <DD> delete permission. Allows <code>File.delete</code> to\n         be called. Corresponds to <code>SecurityManager.checkDelete</code>.\n </DL>\n <P>\n The actions string is converted to lowercase before processing.\n <P>\n Be careful when granting FilePermissions. Think about the implications \n of granting read and especially write access to various files and \n directories. The "&lt;&lt;ALL FILES>>" permission with write action is \n especially dangerous. This grants permission to write to the entire \n file system. One thing this effectively allows is replacement of the \n system binary, including the JVM runtime environment.\n \n <p>Please note: Code can always read a file from the same\n directory it's in (or a subdirectory of that directory); it does not\n need explicit permission to do so.\n \n @see java.security.Permission\n @see java.security.Permissions\n @see java.security.PermissionCollection\n\n @version 1.81 10/03/23\n\n @author Marianne Mueller\n @author Roland Schemers\n @since 1.2\n\n @serial exclude\n"
11030,method,java/io/FilePermission/getActions/," Returns the "canonical string representation" of the actions.\n That is, this method always returns present actions in the following order: \n read, write, execute, delete. For example, if this FilePermission object\n allows both write and read actions, a call to <code>getActions</code>\n will return the string "read,write".\n\n @return the canonical string representation of the actions.\n"
11032,method,java/io/FilePermission/FilePermission/String;String," Creates a new FilePermission object with the specified actions.\n <i>path</i> is the pathname of a file or directory, and <i>actions</i>\n contains a comma-separated list of the desired actions granted on the\n file or directory. Possible actions are\n "read", "write", "execute", and "delete". \n \n <p>A pathname that ends in "/*" (where "/" is\n the file separator character, <code>File.separatorChar</code>) \n indicates all the files and directories contained in that directory.\n A pathname that ends with "/-" indicates (recursively) all files and\n subdirectories contained in that directory. The special pathname\n "&lt;&lt;ALL FILES&gt;&gt;" matches any file.\n \n <p>A pathname consisting of a single "*" indicates all the files\n in the current directory, while a pathname consisting of a single "-" \n indicates all the files in the current directory and\n (recursively) all files and subdirectories contained in the current \n directory.\n\n <p>A pathname containing an empty string represents an empty path.\n \n @param path the pathname of the file/directory.\n @param actions the action string.\n\n @throws IllegalArgumentException\n		If actions is <code>null</code>, empty or contains an action\n		other than the specified possible actions.\n"
11033,class,java/io/FileOutputStream," A file output stream is an output stream for writing data to a \n <code>File</code> or to a <code>FileDescriptor</code>. Whether or not\n a file is available or may be created depends upon the underlying\n platform.  Some platforms, in particular, allow a file to be opened\n for writing by only one <tt>FileOutputStream</tt> (or other\n file-writing object) at a time.  In such situations the constructors in\n this class will fail if the file involved is already open.\n\n <p><code>FileOutputStream</code> is meant for writing streams of raw bytes\n such as image data. For writing streams of characters, consider using\n <code>FileWriter</code>.\n\n @author  Arthur van Hoff\n @version 1.59, 03/23/10\n @see     java.io.File\n @see     java.io.FileDescriptor\n @see     java.io.FileInputStream\n @since   JDK1.0\n"
11034,method,java/io/FileOutputStream/write/int," Writes the specified byte to this file output stream. Implements \n the <code>write</code> method of <code>OutputStream</code>.\n\n @param      b   the byte to be written.\n @exception  IOException  if an I/O error occurs.\n"
11035,method,java/io/FileOutputStream/write/byte[]," Writes <code>b.length</code> bytes from the specified byte array \n to this file output stream. \n\n @param      b   the data.\n @exception  IOException  if an I/O error occurs.\n"
11036,method,java/io/FileOutputStream/write/byte[];int;int," Writes <code>len</code> bytes from the specified byte array \n starting at offset <code>off</code> to this file output stream. \n\n @param      b     the data.\n @param      off   the start offset in the data.\n @param      len   the number of bytes to write.\n @exception  IOException  if an I/O error occurs.\n"
11037,method,java/io/FileOutputStream/close/," Closes this file output stream and releases any system resources \n associated with this stream. This file output stream may no longer \n be used for writing bytes. \n\n <p> If this stream has an associated channel then the channel is closed\n as well.\n\n @exception  IOException  if an I/O error occurs.\n\n @revised 1.4\n @spec JSR-51\n"
11038,method,java/io/FileOutputStream/getFD/," Returns the file descriptor associated with this stream.\n\n @return  the <code>FileDescriptor</code> object that represents \n          the connection to the file in the file system being used \n          by this <code>FileOutputStream</code> object. \n \n @exception  IOException  if an I/O error occurs.\n @see        java.io.FileDescriptor\n"
11040,method,java/io/FileOutputStream/finalize/," Cleans up the connection to the file, and ensures that the \n <code>close</code> method of this file output stream is\n called when there are no more references to this stream. \n\n @exception  IOException  if an I/O error occurs.\n @see        java.io.FileInputStream#close()\n"
11041,method,java/io/FileOutputStream/FileOutputStream/String," Creates an output file stream to write to the file with the \n specified name. A new <code>FileDescriptor</code> object is \n created to represent this file connection.\n <p>\n First, if there is a security manager, its <code>checkWrite</code> \n method is called with <code>name</code> as its argument.\n <p>\n If the file exists but is a directory rather than a regular file, does\n not exist but cannot be created, or cannot be opened for any other\n reason then a <code>FileNotFoundException</code> is thrown.\n\n @param      name   the system-dependent filename\n @exception  FileNotFoundException  if the file exists but is a directory\n                   rather than a regular file, does not exist but cannot\n                   be created, or cannot be opened for any other reason\n @exception  SecurityException  if a security manager exists and its\n               <code>checkWrite</code> method denies write access\n               to the file.\n @see        java.lang.SecurityManager#checkWrite(java.lang.String)\n"
11042,method,java/io/FileOutputStream/FileOutputStream/String;boolean," Creates an output file stream to write to the file with the specified\n <code>name</code>.  If the second argument is <code>true</code>, then\n bytes will be written to the end of the file rather than the beginning.\n A new <code>FileDescriptor</code> object is created to represent this\n file connection.\n <p>\n First, if there is a security manager, its <code>checkWrite</code> \n method is called with <code>name</code> as its argument.\n <p>\n If the file exists but is a directory rather than a regular file, does\n not exist but cannot be created, or cannot be opened for any other\n reason then a <code>FileNotFoundException</code> is thrown.\n \n @param     name        the system-dependent file name\n @param     append      if <code>true</code>, then bytes will be written\n                   to the end of the file rather than the beginning\n @exception  FileNotFoundException  if the file exists but is a directory\n                   rather than a regular file, does not exist but cannot\n                   be created, or cannot be opened for any other reason.\n @exception  SecurityException  if a security manager exists and its\n               <code>checkWrite</code> method denies write access\n               to the file.\n @see        java.lang.SecurityManager#checkWrite(java.lang.String)\n @since     JDK1.1\n"
11043,method,java/io/FileOutputStream/FileOutputStream/File," Creates a file output stream to write to the file represented by \n the specified <code>File</code> object. A new \n <code>FileDescriptor</code> object is created to represent this \n file connection.\n <p>\n First, if there is a security manager, its <code>checkWrite</code> \n method is called with the path represented by the <code>file</code> \n argument as its argument.\n <p>\n If the file exists but is a directory rather than a regular file, does\n not exist but cannot be created, or cannot be opened for any other\n reason then a <code>FileNotFoundException</code> is thrown.\n\n @param      file               the file to be opened for writing.\n @exception  FileNotFoundException  if the file exists but is a directory\n                   rather than a regular file, does not exist but cannot\n                   be created, or cannot be opened for any other reason\n @exception  SecurityException  if a security manager exists and its\n               <code>checkWrite</code> method denies write access\n               to the file.\n @see        java.io.File#getPath()\n @see        java.lang.SecurityException\n @see        java.lang.SecurityManager#checkWrite(java.lang.String)\n"
11044,method,java/io/FileOutputStream/FileOutputStream/File;boolean," Creates a file output stream to write to the file represented by \n the specified <code>File</code> object. If the second argument is\n <code>true</code>, then bytes will be written to the end of the file\n rather than the beginning. A new <code>FileDescriptor</code> object is\n created to represent this file connection.\n <p>\n First, if there is a security manager, its <code>checkWrite</code> \n method is called with the path represented by the <code>file</code> \n argument as its argument.\n <p>\n If the file exists but is a directory rather than a regular file, does\n not exist but cannot be created, or cannot be opened for any other\n reason then a <code>FileNotFoundException</code> is thrown.\n\n @param      file               the file to be opened for writing.\n @param     append      if <code>true</code>, then bytes will be written\n                   to the end of the file rather than the beginning\n @exception  FileNotFoundException  if the file exists but is a directory\n                   rather than a regular file, does not exist but cannot\n                   be created, or cannot be opened for any other reason\n @exception  SecurityException  if a security manager exists and its\n               <code>checkWrite</code> method denies write access\n               to the file.\n @see        java.io.File#getPath()\n @see        java.lang.SecurityException\n @see        java.lang.SecurityManager#checkWrite(java.lang.String)\n @since 1.4\n"
11045,method,java/io/FileOutputStream/FileOutputStream/FileDescriptor," Creates an output file stream to write to the specified file \n descriptor, which represents an existing connection to an actual \n file in the file system.\n <p>\n First, if there is a security manager, its <code>checkWrite</code> \n method is called with the file descriptor <code>fdObj</code> \n argument as its argument.\n\n @param      fdObj   the file descriptor to be opened for writing\n @exception  SecurityException  if a security manager exists and its\n               <code>checkWrite</code> method denies\n               write access to the file descriptor\n @see        java.lang.SecurityManager#checkWrite(java.io.FileDescriptor)\n"
11046,class,java/io/FileNotFoundException," Signals that an attempt to open the file denoted by a specified pathname\n has failed.\n\n <p> This exception will be thrown by the {@link FileInputStream}, {@link\n FileOutputStream}, and {@link RandomAccessFile} constructors when a file\n with the specified pathname does not exist.  It will also be thrown by these\n constructors if the file does exist but for some reason is inaccessible, for\n example when an attempt is made to open a read-only file for writing.\n\n @author  unascribed\n @version 1.25, 03/23/10\n @since   JDK1.0\n"
11047,method,java/io/FileNotFoundException/FileNotFoundException/," Constructs a <code>FileNotFoundException</code> with\n <code>null</code> as its error detail message.\n"
11050,method,java/io/FileInputStream/read/," Reads a byte of data from this input stream. This method blocks\n if no input is yet available.\n\n @return     the next byte of data, or <code>-1</code> if the end of the\n             file is reached.\n @exception  IOException  if an I/O error occurs.\n"
11051,method,java/io/FileInputStream/read/byte[]," Reads up to <code>b.length</code> bytes of data from this input\n stream into an array of bytes. This method blocks until some input\n is available.\n\n @param      b   the buffer into which the data is read.\n @return     the total number of bytes read into the buffer, or\n             <code>-1</code> if there is no more data because the end of\n             the file has been reached.\n @exception  IOException  if an I/O error occurs.\n"
11052,method,java/io/FileInputStream/read/byte[];int;int," Reads up to <code>len</code> bytes of data from this input stream\n into an array of bytes. If <code>len</code> is not zero, the method\n blocks until some input is available; otherwise, no\n bytes are read and <code>0</code> is returned.\n\n @param      b     the buffer into which the data is read.\n @param      off   the start offset in the destination array <code>b</code>\n @param      len   the maximum number of bytes read.\n @return     the total number of bytes read into the buffer, or\n             <code>-1</code> if there is no more data because the end of\n             the file has been reached.\n @exception  NullPointerException If <code>b</code> is <code>null</code>.\n @exception  IndexOutOfBoundsException If <code>off</code> is negative, \n <code>len</code> is negative, or <code>len</code> is greater than \n <code>b.length - off</code>\n @exception  IOException  if an I/O error occurs.\n"
11053,method,java/io/FileInputStream/skip/long," Skips over and discards <code>n</code> bytes of data from the\n input stream.\n\n <p>The <code>skip</code> method may, for a variety of\n reasons, end up skipping over some smaller number of bytes,\n possibly <code>0</code>. If <code>n</code> is negative, an\n <code>IOException</code> is thrown, even though the <code>skip</code>\n method of the {@link InputStream} superclass does nothing in this case.\n The actual number of bytes skipped is returned.\n\n <p>This method may skip more bytes than are remaining in the backing\n file. This produces no exception and the number of bytes skipped\n may include some number of bytes that were beyond the EOF of the\n backing file. Attempting to read from the stream after skipping past\n the end will result in -1 indicating the end of the file.\n\n @param      n   the number of bytes to be skipped.\n @return     the actual number of bytes skipped.\n @exception  IOException  if n is negative, if the stream does not\n                   support seek, or if an I/O error occurs.\n"
11054,method,java/io/FileInputStream/available/," Returns an estimate of the number of remaining bytes that can be read (or\n skipped over) from this input stream without blocking by the next\n invocation of a method for this input stream. The next invocation might be\n the same thread or another thread.  A single read or skip of this\n many bytes will not block, but may read or skip fewer bytes.\n\n <p> In some cases, a non-blocking read (or skip) may appear to be\n blocked when it is merely slow, for example when reading large\n files over slow networks.\n\n @return     an estimate of the number of remaining bytes that can be read\n             (or skipped over) from this input stream without blocking.\n @exception  IOException  if this file input stream has been closed by calling\n             {@code close} or an I/O error occurs.\n"
11055,method,java/io/FileInputStream/close/," Closes this file input stream and releases any system resources\n associated with the stream.\n\n <p> If this stream has an associated channel then the channel is closed\n as well.\n\n @exception  IOException  if an I/O error occurs.\n\n @revised 1.4\n @spec JSR-51\n"
11056,method,java/io/FileInputStream/getFD/," Returns the <code>FileDescriptor</code>\n object  that represents the connection to\n the actual file in the file system being\n used by this <code>FileInputStream</code>.\n\n @return     the file descriptor object associated with this stream.\n @exception  IOException  if an I/O error occurs.\n @see        java.io.FileDescriptor\n"
11059,method,java/io/FileInputStream/FileInputStream/String," Creates a <code>FileInputStream</code> by\n opening a connection to an actual file,\n the file named by the path name <code>name</code>\n in the file system.  A new <code>FileDescriptor</code>\n object is created to represent this file\n connection.\n <p>\n First, if there is a security\n manager, its <code>checkRead</code> method\n is called with the <code>name</code> argument\n as its argument.\n <p>\n If the named file does not exist, is a directory rather than a regular\n file, or for some other reason cannot be opened for reading then a\n <code>FileNotFoundException</code> is thrown.\n\n @param      name   the system-dependent file name.\n @exception  FileNotFoundException  if the file does not exist,\n                   is a directory rather than a regular file,\n                   or for some other reason cannot be opened for\n                   reading.\n @exception  SecurityException      if a security manager exists and its\n               <code>checkRead</code> method denies read access\n               to the file.\n @see        java.lang.SecurityManager#checkRead(java.lang.String)\n"
11060,method,java/io/FileInputStream/FileInputStream/File," Creates a <code>FileInputStream</code> by\n opening a connection to an actual file,\n the file named by the <code>File</code>\n object <code>file</code> in the file system.\n A new <code>FileDescriptor</code> object\n is created to represent this file connection.\n <p>\n First, if there is a security manager,\n its <code>checkRead</code> method  is called\n with the path represented by the <code>file</code>\n argument as its argument.\n <p>\n If the named file does not exist, is a directory rather than a regular\n file, or for some other reason cannot be opened for reading then a\n <code>FileNotFoundException</code> is thrown.\n\n @param      file   the file to be opened for reading.\n @exception  FileNotFoundException  if the file does not exist,\n                   is a directory rather than a regular file,\n                   or for some other reason cannot be opened for\n                   reading.\n @exception  SecurityException      if a security manager exists and its\n               <code>checkRead</code> method denies read access to the file.\n @see        java.io.File#getPath()\n @see        java.lang.SecurityManager#checkRead(java.lang.String)\n"
11061,method,java/io/FileInputStream/FileInputStream/FileDescriptor," Creates a <code>FileInputStream</code> by using the file descriptor\n <code>fdObj</code>, which represents an existing connection to an\n actual file in the file system.\n <p>\n If there is a security manager, its <code>checkRead</code> method is\n called with the file descriptor <code>fdObj</code> as its argument to\n see if it's ok to read the file descriptor. If read access is denied\n to the file descriptor a <code>SecurityException</code> is thrown.\n <p>\n If <code>fdObj</code> is null then a <code>NullPointerException</code>\n is thrown.\n\n @param      fdObj   the file descriptor to be opened for reading.\n @throws     SecurityException      if a security manager exists and its\n                 <code>checkRead</code> method denies read access to the\n                 file descriptor.\n @see        SecurityManager#checkRead(java.io.FileDescriptor)\n"
11062,interface,java/io/FileFilter," A filter for abstract pathnames.\n\n <p> Instances of this interface may be passed to the <code>{@link\n File#listFiles(java.io.FileFilter) listFiles(FileFilter)}</code> method\n of the <code>{@link java.io.File}</code> class.\n\n @since 1.2\n"
11063,method,java/io/FileFilter/accept/File," Tests whether or not the specified abstract pathname should be\n included in a pathname list.\n\n @param  pathname  The abstract pathname to be tested\n @return  <code>true</code> if and only if <code>pathname</code>\n          should be included\n"
11064,class,java/io/File," An abstract representation of file and directory pathnames.\n\n <p> User interfaces and operating systems use system-dependent <em>pathname\n strings</em> to name files and directories.  This class presents an\n abstract, system-independent view of hierarchical pathnames.  An\n <em>abstract pathname</em> has two components:\n\n <ol>\n <li> An optional system-dependent <em>prefix</em> string,\n      such as a disk-drive specifier, <code>"/"</code>&nbsp;for the UNIX root\n      directory, or <code>"\\\\"</code>&nbsp;for a Microsoft Windows UNC pathname, and\n <li> A sequence of zero or more string <em>names</em>.\n </ol>\n\n The first name in an abstract pathname may be a directory name or, in the\n case of Microsoft Windows UNC pathnames, a hostname.  Each subsequent name\n in an abstract pathname denotes a directory; the last name may denote\n either a directory or a file.  The <em>empty</em> abstract pathname has no\n prefix and an empty name sequence.\n\n <p> The conversion of a pathname string to or from an abstract pathname is\n inherently system-dependent.  When an abstract pathname is converted into a\n pathname string, each name is separated from the next by a single copy of\n the default <em>separator character</em>.  The default name-separator\n character is defined by the system property <code>file.separator</code>, and\n is made available in the public static fields <code>{@link\n #separator}</code> and <code>{@link #separatorChar}</code> of this class.\n When a pathname string is converted into an abstract pathname, the names\n within it may be separated by the default name-separator character or by any\n other name-separator character that is supported by the underlying system.\n\n <p> A pathname, whether abstract or in string form, may be either\n <em>absolute</em> or <em>relative</em>.  An absolute pathname is complete in\n that no other information is required in order to locate the file that it\n denotes.  A relative pathname, in contrast, must be interpreted in terms of\n information taken from some other pathname.  By default the classes in the\n <code>java.io</code> package always resolve relative pathnames against the\n current user directory.  This directory is named by the system property\n <code>user.dir</code>, and is typically the directory in which the Java\n virtual machine was invoked.\n\n <p> The <em>parent</em> of an abstract pathname may be obtained by invoking\n the {@link #getParent} method of this class and consists of the pathname's\n prefix and each name in the pathname's name sequence except for the last.\n Each directory's absolute pathname is an ancestor of any <tt>File</tt>\n object with an absolute abstract pathname which begins with the directory's\n absolute pathname.  For example, the directory denoted by the abstract\n pathname <tt>"/usr"</tt> is an ancestor of the directory denoted by the\n pathname <tt>"/usr/local/bin"</tt>.\n\n <p> The prefix concept is used to handle root directories on UNIX platforms,\n and drive specifiers, root directories and UNC pathnames on Microsoft Windows platforms,\n as follows:\n\n <ul>\n\n <li> For UNIX platforms, the prefix of an absolute pathname is always\n <code>"/"</code>.  Relative pathnames have no prefix.  The abstract pathname\n denoting the root directory has the prefix <code>"/"</code> and an empty\n name sequence.\n\n <li> For Microsoft Windows platforms, the prefix of a pathname that contains a drive\n specifier consists of the drive letter followed by <code>":"</code> and\n possibly followed by <code>"\\"</code> if the pathname is absolute.  The\n prefix of a UNC pathname is <code>"\\\\"</code>; the hostname and the share\n name are the first two names in the name sequence.  A relative pathname that\n does not specify a drive has no prefix.\n\n </ul>\n\n <p> Instances of this class may or may not denote an actual file-system\n object such as a file or a directory.  If it does denote such an object\n then that object resides in a <i>partition</i>.  A partition is an\n operating system-specific portion of storage for a file system.  A single\n storage device (e.g. a physical disk-drive, flash memory, CD-ROM) may\n contain multiple partitions.  The object, if any, will reside on the\n partition <a name="partName">named</a> by some ancestor of the absolute\n form of this pathname.\n\n <p> A file system may implement restrictions to certain operations on the\n actual file-system object, such as reading, writing, and executing.  These\n restrictions are collectively known as <i>access permissions</i>.  The file\n system may have multiple sets of access permissions on a single object.\n For example, one set may apply to the object's <i>owner</i>, and another\n may apply to all other users.  The access permissions on an object may\n cause some methods in this class to fail.\n\n <p> Instances of the <code>File</code> class are immutable; that is, once\n created, the abstract pathname represented by a <code>File</code> object\n will never change.\n\n @version 1.144, 03/23/10\n @author  unascribed\n @since   JDK1.0\n"
11076,method,java/io/File/canRead/," Tests whether the application can read the file denoted by this\n abstract pathname.\n\n @return  <code>true</code> if and only if the file specified by this\n          abstract pathname exists <em>and</em> can be read by the\n          application; <code>false</code> otherwise\n\n @throws  SecurityException\n          If a security manager exists and its <code>{@link\n          java.lang.SecurityManager#checkRead(java.lang.String)}</code>\n          method denies read access to the file\n"
11077,method,java/io/File/canWrite/," Tests whether the application can modify the file denoted by this\n abstract pathname.\n\n @return  <code>true</code> if and only if the file system actually\n          contains a file denoted by this abstract pathname <em>and</em>\n          the application is allowed to write to the file;\n          <code>false</code> otherwise.\n\n @throws  SecurityException\n          If a security manager exists and its <code>{@link\n          java.lang.SecurityManager#checkWrite(java.lang.String)}</code>\n          method denies write access to the file\n"
11078,method,java/io/File/exists/," Tests whether the file or directory denoted by this abstract pathname\n exists.\n\n @return  <code>true</code> if and only if the file or directory denoted\n          by this abstract pathname exists; <code>false</code> otherwise\n\n @throws  SecurityException\n          If a security manager exists and its <code>{@link\n          java.lang.SecurityManager#checkRead(java.lang.String)}</code>\n          method denies read access to the file or directory\n"
11079,method,java/io/File/isDirectory/," Tests whether the file denoted by this abstract pathname is a\n directory.\n\n @return <code>true</code> if and only if the file denoted by this\n          abstract pathname exists <em>and</em> is a directory;\n          <code>false</code> otherwise\n\n @throws  SecurityException\n          If a security manager exists and its <code>{@link\n          java.lang.SecurityManager#checkRead(java.lang.String)}</code>\n          method denies read access to the file\n"
11080,method,java/io/File/isFile/," Tests whether the file denoted by this abstract pathname is a normal\n file.  A file is <em>normal</em> if it is not a directory and, in\n addition, satisfies other system-dependent criteria.  Any non-directory\n file created by a Java application is guaranteed to be a normal file.\n\n @return  <code>true</code> if and only if the file denoted by this\n          abstract pathname exists <em>and</em> is a normal file;\n          <code>false</code> otherwise\n\n @throws  SecurityException\n          If a security manager exists and its <code>{@link\n          java.lang.SecurityManager#checkRead(java.lang.String)}</code>\n          method denies read access to the file\n"
11081,method,java/io/File/isHidden/," Tests whether the file named by this abstract pathname is a hidden\n file.  The exact definition of <em>hidden</em> is system-dependent.  On\n UNIX systems, a file is considered to be hidden if its name begins with\n a period character (<code>'.'</code>).  On Microsoft Windows systems, a file is\n considered to be hidden if it has been marked as such in the filesystem.\n\n @return  <code>true</code> if and only if the file denoted by this\n          abstract pathname is hidden according to the conventions of the\n          underlying platform\n\n @throws  SecurityException\n          If a security manager exists and its <code>{@link\n          java.lang.SecurityManager#checkRead(java.lang.String)}</code>\n          method denies read access to the file\n\n @since 1.2\n"
11082,method,java/io/File/lastModified/," Returns the time that the file denoted by this abstract pathname was\n last modified.\n\n @return  A <code>long</code> value representing the time the file was\n          last modified, measured in milliseconds since the epoch\n          (00:00:00 GMT, January 1, 1970), or <code>0L</code> if the\n          file does not exist or if an I/O error occurs\n\n @throws  SecurityException\n          If a security manager exists and its <code>{@link\n          java.lang.SecurityManager#checkRead(java.lang.String)}</code>\n          method denies read access to the file\n"
11083,method,java/io/File/length/," Returns the length of the file denoted by this abstract pathname.\n The return value is unspecified if this pathname denotes a directory.\n\n @return  The length, in bytes, of the file denoted by this abstract\n          pathname, or <code>0L</code> if the file does not exist.  Some\n          operating systems may return <code>0L</code> for pathnames\n          denoting system-dependent entities such as devices or pipes.\n\n @throws  SecurityException\n          If a security manager exists and its <code>{@link\n          java.lang.SecurityManager#checkRead(java.lang.String)}</code>\n          method denies read access to the file\n"
11087,method,java/io/File/list/," Returns an array of strings naming the files and directories in the\n directory denoted by this abstract pathname.\n\n <p> If this abstract pathname does not denote a directory, then this\n method returns <code>null</code>.  Otherwise an array of strings is\n returned, one for each file or directory in the directory.  Names\n denoting the directory itself and the directory's parent directory are\n not included in the result.  Each string is a file name rather than a\n complete path.\n\n <p> There is no guarantee that the name strings in the resulting array\n will appear in any specific order; they are not, in particular,\n guaranteed to appear in alphabetical order.\n\n @return  An array of strings naming the files and directories in the\n          directory denoted by this abstract pathname.  The array will be\n          empty if the directory is empty.  Returns <code>null</code> if\n          this abstract pathname does not denote a directory, or if an\n          I/O error occurs.\n\n @throws  SecurityException\n          If a security manager exists and its <code>{@link\n          java.lang.SecurityManager#checkRead(java.lang.String)}</code>\n          method denies read access to the directory\n"
11088,method,java/io/File/list/FilenameFilter," Returns an array of strings naming the files and directories in the\n directory denoted by this abstract pathname that satisfy the specified\n filter.  The behavior of this method is the same as that of the\n <code>{@link #list()}</code> method, except that the strings in the\n returned array must satisfy the filter.  If the given\n <code>filter</code> is <code>null</code> then all names are accepted.\n Otherwise, a name satisfies the filter if and only if the value\n <code>true</code> results when the <code>{@link\n FilenameFilter#accept}</code> method of the filter is invoked on this\n abstract pathname and the name of a file or directory in the directory\n that it denotes.\n\n @param  filter  A filename filter\n\n @return  An array of strings naming the files and directories in the\n          directory denoted by this abstract pathname that were accepted\n          by the given <code>filter</code>.  The array will be empty if\n          the directory is empty or if no names were accepted by the\n          filter.  Returns <code>null</code> if this abstract pathname\n          does not denote a directory, or if an I/O error occurs.\n\n @throws  SecurityException\n          If a security manager exists and its <code>{@link\n          java.lang.SecurityManager#checkRead(java.lang.String)}</code>\n          method denies read access to the directory\n"
11089,method,java/io/File/listFiles/," Returns an array of abstract pathnames denoting the files in the\n directory denoted by this abstract pathname.\n\n <p> If this abstract pathname does not denote a directory, then this\n method returns <code>null</code>.  Otherwise an array of\n <code>File</code> objects is returned, one for each file or directory in\n the directory.  Pathnames denoting the directory itself and the\n directory's parent directory are not included in the result.  Each\n resulting abstract pathname is constructed from this abstract pathname\n using the <code>{@link #File(java.io.File, java.lang.String)\n File(File,&nbsp;String)}</code> constructor.  Therefore if this pathname\n is absolute then each resulting pathname is absolute; if this pathname\n is relative then each resulting pathname will be relative to the same\n directory.\n\n <p> There is no guarantee that the name strings in the resulting array\n will appear in any specific order; they are not, in particular,\n guaranteed to appear in alphabetical order.\n\n @return  An array of abstract pathnames denoting the files and\n          directories in the directory denoted by this abstract\n          pathname.  The array will be empty if the directory is\n          empty.  Returns <code>null</code> if this abstract pathname\n          does not denote a directory, or if an I/O error occurs.\n\n @throws  SecurityException\n          If a security manager exists and its <code>{@link\n          java.lang.SecurityManager#checkRead(java.lang.String)}</code>\n          method denies read access to the directory\n\n @since 1.2\n"
11090,method,java/io/File/listFiles/FilenameFilter," Returns an array of abstract pathnames denoting the files and\n directories in the directory denoted by this abstract pathname that\n satisfy the specified filter.  The behavior of this method is the\n same as that of the <code>{@link #listFiles()}</code> method, except\n that the pathnames in the returned array must satisfy the filter.\n If the given <code>filter</code> is <code>null</code> then all\n pathnames are accepted.  Otherwise, a pathname satisfies the filter\n if and only if the value <code>true</code> results when the\n <code>{@link FilenameFilter#accept}</code> method of the filter is\n invoked on this abstract pathname and the name of a file or\n directory in the directory that it denotes.\n\n @param  filter  A filename filter\n\n @return  An array of abstract pathnames denoting the files and\n          directories in the directory denoted by this abstract\n          pathname.  The array will be empty if the directory is\n          empty.  Returns <code>null</code> if this abstract pathname\n          does not denote a directory, or if an I/O error occurs.\n          \n @throws  SecurityException\n          If a security manager exists and its <code>{@link\n          java.lang.SecurityManager#checkRead(java.lang.String)}</code>\n          method denies read access to the directory\n\n @since 1.2\n"
