directive_Text,filePath,className,methodName,kind,,,,,,
" All keys inserted into the map must be mutually comparable by the given comparator: comparator.compare(k1, k2) must not throw a ClassCastException for any keys k1 and k2 in the map",java/util/TreeMap,TreeMap,TreeMap,Method Parameter Type Directive,,,,,,
@param className the class name of the preference page; this class must implement IPreferencePage ,org/eclipse/jface/preference/PreferenceNode,PreferenceNode,PreferenceNode,Method Parameter Type Directive,,,,,,
"@param node the node to add, which must implement IPreferenceNode ",org/eclipse/jface/preference/PreferenceManager,PreferenceManager,addToRoot,Method Parameter Type Directive,,,,,,
" @param strategy The master formatting strategy, must implement {@link IFormattingStrategyExtension} ",org/eclipse/jface/text/formatter/MultiPassContentFormatter,MultiPassContentFormatter,setMasterStrategy,Method Parameter Type Directive,,,,,,
"@param type The content type to register this strategy with, must implement {@link IFormattingStrategyExtension} ",org/eclipse/jface/text/formatter/MultiPassContentFormatter,MultiPassContentFormatter,setSlaveStrategy,Method Parameter Type Directive,,,,,,
@param contentAssistant the content assistant which implements {@link IContentAssistantExtension2} and {@link IContentAssistantExtension4} ,org/eclipse/jface/text/source/ContentAssistantFacade,ContentAssistantFacade,ContentAssistantFacade,Method Parameter Type Directive,,,,,,
"A regular expression, specified as a string, must first be compiled into an instance of this class. ",java/util,util,regex,Method Parameter Type Directive,,,,,,
" All of the elements in an enum set must come from a single enum type that is specified, explicitly or implicitly, when the set is created.",java,java,util,Method Parameter Type Directive,,,,,,
" All of the keys in an enum map must come from a single enum type that is specified, explicitly or implicitly, when the map is created.",java,java,util,Method Parameter Type Directive,,,,,,
" The first element of each pair is the key, which must be a String, and the second element is the value associated with that key.\n\n",java,java,util,Method Parameter Type Directive,,,,,,
All keys and values must implement Comparable,org/apache/commons/collections/bidimap/TreeBidiMap,TreeBidiMap,putAll,Method Parameter Type Directive,,,,,,
The key must implement Comparable. ,org/apache/commons/collections/bidimap/TreeBidiMap,TreeBidiMap,get,Method Parameter Type Directive,,,,,,
The key must implement Comparable.,org/apache/commons/collections/bidimap/TreeBidiMap,TreeBidiMap,nextKey,Method Parameter Type Directive,,,,,,
The value must implement Comparable,org/apache/commons/collections/bidimap/TreeBidiMap,TreeBidiMap,containsValue,Method Parameter Type Directive,,,,,,
The key must implement Comparable. ,org/apache/commons/collections/bidimap/TreeBidiMap,TreeBidiMap,previousKey,Method Parameter Type Directive,,,,,,
Copies all of the keys and values from the specified map to this map. Each key must be non-null and a MultiKey object. ,org/apache/commons/collections/map/MultiKeyMap,MultiKeyMap,putAll,Method Parameter Type Directive,,,,,,
The key must implement Comparable.,org/apache/commons/collections/bidimap/TreeBidiMap,TreeBidiMap,containsKey,Method Parameter Type Directive,,,,,,
@param c Must implement Set ,org/apache/commons/collections/set/CompositeSet,CompositeSet,addComposited,Method Parameter Type Directive,,,,,,
The value must implement Comparable.,org/apache/commons/collections/bidimap/TreeBidiMap,TreeBidiMap,getKey,Method Parameter Type Directive,,,,,,
Both key and value must implement Comparable.,org/apache/commons/collections/bidimap/TreeBidiMap,TreeBidiMap,put,Method Parameter Type Directive,,,,,,
The key must implement Comparable. ,org/apache/commons/collections/bidimap/TreeBidiMap,TreeBidiMap,remove,Method Parameter Type Directive,,,,,,
The value must implement Comparable.,org/apache/commons/collections/bidimap/TreeBidiMap,TreeBidiMap,removeValue,Method Parameter Type Directive,,,,,,
 @param obj the object to be serialized (must be serializable) ,java/rmi/MarshalledObject,MarshalledObject,MarshalledObject,Method Parameter Type Directive,,,,,,
The group's class must be a concrete subclass of ActivationGroup. ,java/rmi,rmi,activation,Method Parameter Type Directive,,,,,,
"The createGroup method has two requirements on the group to be created: 1) the group must be a concrete subclass of ActivationGroup, and 2) the group must have a constructor that takes two arguments:\n\n    the group's ActivationGroupID, and\n    the group's initialization data (in a java.rmi.MarshalledObject)",java/rmi,rmi,activation,Method Parameter Type Directive,,,,,,
All keys inserted into the map must implement the {@link Comparable} interface.,java/util/TreeMap,TreeMap,TreeMap,Method Parameter Type Directive,,,,,,
@throws IllegalArgumentException if the constructor doesn't exist,org/apache/commons/collections/FactoryUtils,FactoryUtils,instantiateFactory,Method Parameter Type Directive,,,,,,
@param the output type of the transformer - this extends O. ,org/apache/commons/collections/CollectionUtils,CollectionUtils,collect,Method Parameter Type Directive,,,,,,
@param the output type of the transformer - this extends O.,org/apache/commons/collections/CollectionUtils,CollectionUtils,collect,Method Parameter Type Directive,,,,,,
"Exceptions are thrown for problems with the OutputStream and for classes that should not be serialized. All exceptions are fatal to the OutputStream, which is left in an indeterminate state, and it is up to the caller to ignore or recover the stream state. @throws InvalidClassException Something is wrong with a class used by serialization. @throws NotSerializableException Some object to be serialized does not implement the java.io.Serializable interface.",java/io/ObjectOutputStream,ObjectOutputStream,writeObject,Method Parameter Type Directive,,,,,,
Exceptions are thrown for problems with the InputStream and for classes that should not be deserialized. All exceptions are fatal to the InputStream and leave it in an indeterminate state; it is up to the caller to ignore or recover the stream state. @throws ClassNotFoundException Class of a serialized object cannot be found. @throws InvalidClassException Something is wrong with a class used by serialization. @throws StreamCorruptedException Control information in the stream is inconsistent. @throws OptionalDataException Primitive data was found in the stream instead of objects.,java/io/ObjectInputStream,ObjectInputStream,readObject,Method Parameter Type Directive,,,,,,
The property must implement java.util#Map.,org/eclipse/jface/text/formatter,formatter,FormattingContextProperties,Method Parameter Type Directive,,,,,,
The property must implement org.eclipse.jface.text#TypedPosition.,org/eclipse/jface/text/formatter,formatter,FormattingContextProperties,Method Parameter Type Directive,,,,,,
 The property must implement org.eclipse.jface.text#IRegion.,org/eclipse/jface/text/formatter,formatter,FormattingContextProperties,Method Parameter Type Directive,,,,,,
 The property must implement org.eclipse.jface.text#IDocument. ,org/eclipse/jface/text/formatter,formatter,FormattingContextProperties,Method Parameter Type Directive,,,,,,
 All elements in the list must implement the Comparable interface ,java/util/Collections,Collections,sort,Method Parameter Type Directive,,,,,,
The property must implement java.lang#Boolean.,org/eclipse/jface/text/formatter,formatter,FormattingContextProperties,Method Parameter Type Directive,,,,,,
"The second parameter must be of type Object; therefore, the java.lang equivalent objects should be used for built-in types.",java/sql/PreparedStatement,PreparedStatement,setObject,Method Parameter Type Directive,,,,,,
"If the object is of a class implementing the interface SQLData, the JDBC driver should call the method SQLData.writeSQL to write it to the SQL data stream. If, on the other hand, the object is of a class implementing Ref, Blob, Clob, NClob, Struct, java.net.URL, RowId, SQLXML or Array, the driver should pass it to the database as a value of the corresponding SQL type.",java/sql/PreparedStatement,PreparedStatement,setObject,Method Parameter Type Directive,,,,,,
 @throws ClassCastException if the key or value is of an invalid type,org/apache/commons/collections/MultiMap,MultiMap,remove,Method Parameter Type Directive,,,,,,
@throws ClassCastException if the key or value is of an invalid type,org/apache/commons/collections/MultiMap,MultiMap,put,Method Parameter Type Directive,,,,,,
"If the system property java.util.jar.Pack200.Unpacker is defined, then the value is taken to be the fully-qualified name of a concrete implementation class, which must implement Unpacker.",java/util/jar/Pack200,Pack200,newUnpacker,Method Parameter Type Directive,,,,,,
The class is loaded using the default system class loader and must define a public constructor that takes a single parameter of type ClassLoader which is used as the delegation parent.  ,java/lang/ClassLoader,ClassLoader,getSystemClassLoader,Method Parameter Type Directive,,,,,,
The parseObject method in the various Format classes requires a ParsePosition object as an argument. ,java,java,text,Method Parameter Type Directive,,,,,,
One version of the format method in the various Format classes requires a FieldPosition object as an argument. ,java,java,text,Method Parameter Type Directive,,,,,,
"The second argument must be an object type; for integral values, the java.lang equivalent objects should be used. ",java/sql/PreparedStatement,PreparedStatement,setObject,Method Parameter Type Directive,,,,,,
"The second argument must be an object type; for integral values, the java.lang equivalent objects should be used",java/sql/CallableStatement,CallableStatement,setObject,Method Parameter Type Directive,,,,,,
@param collectionClass the type of collections to return from the map (must contain public no-arg constructor and extend Collection) ,org/apache/commons/collections/MapUtils,MapUtils,multiValueMap,Method Parameter Type Directive,,,,,,
All keys inserted into a sorted map must implement the Comparable interface (or be accepted by the specified comparator). ,java,java,util,Method Parameter Type Directive,,,,,,
@throws ClassCastException if the key is of an invalid type,org/apache/commons/collections/MultiMap,MultiMap,get,Method Parameter Type Directive,,,,,,
"The second parameter must be of type Object; therefore, the java.lang equivalent objects should be used for built-in types.",java/sql/CallableStatement,CallableStatement,setObject,Method Parameter Type Directive,,,,,,
All keys inserted into the new map must implement the {@link Comparable} interface,java/util/TreeMap,TreeMap,TreeMap,Method Parameter Type Directive,,,,,,
All elements in the array must implement the {@link Comparable} interface ,java/util/Arrays,Arrays,sort,Method Parameter Type Directive,,,,,,
"For an option that has a notion of on and off, and requires a non-boolean parameter, setting its value to anything other than Boolean(false) implicitly enables it. ",java/net/SocketOptions,SocketOptions,setOption,Method Parameter Type Directive,,,,,,
All elements in this range must implement the {@link Comparable} interface ,java/util/Arrays,Arrays,sort,Method Parameter Type Directive,,,,,,
All elements inserted into a sorted set must implement the Comparable interface (or be accepted by the specified comparator).,java,java,util,Method Parameter Type Directive,,,,,,
All elements in the collection must implement the Comparable interface.,java/util/Collections,Collections,max,Method Parameter Type Directive,,,,,,
"To successfully store and retrieve objects from a hashtable, the objects used as keys must implement the hashCode method and the equals method. ",java,java,util,Method Parameter Type Directive,,,,,,
@throws ArrayStoreException if the runtime type of the specified array is not a supertype of the runtime type of every element in this queue,java/util/concurrent/DelayQueue,DelayQueue,toArray,Method Parameter Type Directive,,,,,,
@throws ArrayStoreException if the runtime type of the specified array is not a supertype of the runtime type of every element in this list ,java/util/LinkedList,LinkedList,toArray,Method Parameter Type Directive,,,,,,
@throws ArrayStoreException if the runtime type of the specified array is not a supertype of the runtime type of every element in this queue,java/util/concurrent/LinkedBlockingQueue,LinkedBlockingQueue,toArray,Method Parameter Type Directive,,,,,,
@throws ArrayStoreException if the runtime type of the specified array is not a supertype of the runtime type of every element in this queue,java/util/concurrent/PriorityBlockingQueue,PriorityBlockingQueue,toArray,Method Parameter Type Directive,,,,,,
@throws ArrayStoreException if the runtime type of the specified array is not a supertype of the runtime type of every element in this queue,java/util/concurrent/ArrayBlockingQueue,ArrayBlockingQueue,toArray,Method Parameter Type Directive,,,,,,
@throws ArrayStoreException if the runtime type of the specified array is not a supertype of the runtime type of every element in this list ,java/util/concurrent/CopyOnWriteArrayList,CopyOnWriteArrayList,toArray,Method Parameter Type Directive,,,,,,
@throws ArrayStoreException if the runtime type of a is not a supertype of the runtime type of every element in this Vector,java/util/Vector,Vector,toArray,Method Parameter Type Directive,,,,,,
Any attempt to insert an element of the wrong type will result in an immediate ClassCastException.,java/util/Collections,Collections,checkedList,Method Parameter Type Directive,,,,,,
 @throws ClassCastException if the specified key cannot be compared with the keys currently in the map,java/util/NavigableMap,NavigableMap,lowerKey,Method Parameter Type Directive,,,,,,
"@param size must be non-negative, and the sum position + size must be non-negative",java/nio/channels/FileLock,FileLock,FileLock,Method Parameter Correlation Directive,,,,,,
@param limit the index after the last character. Must be greater than start ,java/awt/font/TextMeasurer,TextMeasurer,getLayout,Method Parameter Correlation Directive,,,,,,
The length argument must be less than or equal to buf.length.,java/net/DatagramPacket,DatagramPacket,DatagramPacket,Method Parameter Correlation Directive,,,,,,
The length argument must be less than or equal to buf.length.,java/net/DatagramPacket,DatagramPacket,DatagramPacket,Method Parameter Correlation Directive,,,,,,
 The length must be lesser or equal to the offset plus the length of the packet's buffer. ,java/net/DatagramPacket,DatagramPacket,setLength,Method Parameter Correlation Directive,,,,,,
" The initial index of the range (from) must lie between zero and original.length, inclusive. ",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
"The final index of the range (to), which must be greater than or equal to from, may be greater than original.length, in which case null is placed in all elements of the copy whose index is greater than or equal to original.length - from. ",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
"@param insertPos the position in the text where the character was inserted. Must not be less than the start of newParagraph, and must be less than the end of newParagraph. ",java/awt/font/TextMeasurer,TextMeasurer,insertChar,Method Parameter Correlation Directive,,,,,,
The source and destination must have the same number of bands. ,java/awt/image/RescaleOp,RescaleOp,filter,Method Parameter Correlation Directive,,,,,,
"In that case, the number of bands in the source Raster must match the number of components in srcCspace, and the number of bands in the destination Raster must match the number of components in dstCspace",java/awt/image/ColorConvertOp,ColorConvertOp,ColorConvertOp,Method Parameter Correlation Directive,,,,,,
"If the protected key is of type java.security.PrivateKey, it must be accompanied by a certificate chain certifying the corresponding public key",java/security/KeyStore,KeyStore,setKeyEntry,Method Parameter Correlation Directive,,,,,,
" If the underlying keystore implementation is of type jks, key must be encoded as an EncryptedPrivateKeyInfo as defined in the PKCS #8 standard. ",java/security/KeyStore,KeyStore,setKeyEntry,Method Parameter Correlation Directive,,,,,,
The length argument must be less than or equal to buf.length,java/net/DatagramPacket,DatagramPacket,DatagramPacket,Method Parameter Correlation Directive,,,,,,
 aContainer must be a focus cycle root of aComponent or a focus traversal policy provider.,java/awt/FocusTraversalPolicy,FocusTraversalPolicy,getComponentBefore,Method Parameter Correlation Directive,,,,,,
 The length argument must be less than or equal to buf.length ,java/net/DatagramPacket,DatagramPacket,DatagramPacket,Method Parameter Correlation Directive,,,,,,
"The formats must be equal to one of {@link Control#FORMAT_PROPERTIES}, {@link Control#FORMAT_CLASS} or {@link Control#FORMAT_DEFAULT}. ",java/util/ResourceBundle/Control,Control,getControl,Method Parameter Correlation Directive,,,,,,
 The destination list must be at least as long as the source list.,java/util/Collections,Collections,copy,Method Parameter Correlation Directive,,,,,,
The length argument must be less than or equal to buf.length. ,java/net/DatagramPacket,DatagramPacket,DatagramPacket,Method Parameter Correlation Directive,,,,,,
" The characters in the string must all be digits of the specified radix (as determined by whether {@link java.lang.Character#digit(char, int)} returns a nonnegative value), except that the first character may be an ASCII minus sign '-' ('\u002D') to indicate a negative value.  ",java/lang/Long,Long,parseLong,Method Parameter Correlation Directive,,,,,,
 If the second argument is an InputStream then the stream must contain the number of bytes specified by scaleOrLength.,java/sql/ResultSet,ResultSet,updateObject,Method Parameter Correlation Directive,,,,,,
aContainer must be a focus cycle root of aComponent or a focus traversal policy provider,java/awt/FocusTraversalPolicy,FocusTraversalPolicy,getComponentAfter,Method Parameter Correlation Directive,,,,,,
"@param deletePos the position in the text where the character was removed. Must not be less than the start of newParagraph, and must not be greater than the end of newParagraph. ",java/awt/font/TextMeasurer,TextMeasurer,deleteChar,Method Parameter Correlation Directive,,,,,,
 The length argument must be less than or equal to buf.length. ,java/net/DatagramPacket,DatagramPacket,DatagramPacket,Method Parameter Correlation Directive,,,,,,
"All elements in the array must be mutually comparable by the specified comparator (that is, c.compare(e1, e2) must not throw a ClassCastException for any elements e1 and e2 in the array)",java/util/Arrays,Arrays,sort,Method Parameter Correlation Directive,,,,,,
"The final index of the range (to), which must be greater than or equal to from, may be greater than original.length, in which case 0f is placed in all elements of the copy whose index is greater than or equal to original.length - from.",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
" The initial index of the range (from) must lie between zero and original.length, inclusive. ",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
"The initial index of the range (from) must lie between zero and original.length, inclusive.",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
"The final index of the range (to), which must be greater than or equal to from, may be greater than original.length, in which case 0L is placed in all elements of the copy whose index is greater than or equal to original.length - from.",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
"The final index of the range (to), which must be greater than or equal to from, may be greater than original.length, in which case '\\u000' is placed in all elements of the copy whose index is greater than or equal to original.length - from.",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
"The initial index of the range (from) must lie between zero and original.length, inclusive.",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
" @param types a list of table types, which must be from the list of table types returned from {@link #getTableTypes}",java/sql/DatabaseMetaData,DatabaseMetaData,getTables,Method Parameter Correlation Directive,,,,,,
A SubformatPattern must be a valid pattern string for the Format subclass used. ,java,java,text,Method Parameter Correlation Directive,,,,,,
" The initial index of the range (from) must lie between zero and original.length, inclusive. ",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
"The final index of the range (to), which must be greater than or equal to from, may be greater than original.length, in which case null is placed in all elements of the copy whose index is greater than or equal to original.length - from. ",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
" The initial index of the range (from) must lie between zero and original.length, inclusive.",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
"The final index of the range (to), which must be greater than or equal to from, may be greater than original.length, in which case (byte)0 is placed in all elements of the copy whose index is greater than or equal to original.length - from.",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
"Ideally, you should choose a value to accommodate as many threads as will ever concurrently modify the table.",java/util,util,concurrent,Method Parameter Correlation Directive,,,,,,
@throws IllegalArgumentException if end is before start ,org/apache/commons/collections/IteratorUtils,IteratorUtils,arrayListIterator,Method Parameter Correlation Directive,,,,,,
@throws IllegalArgumentException if end is before start,org/apache/commons/collections/IteratorUtils,IteratorUtils,arrayIterator,Method Parameter Correlation Directive,,,,,,
@throws IllegalArgumentException if end is before start ,org/apache/commons/collections/IteratorUtils,IteratorUtils,arrayIterator,Method Parameter Correlation Directive,,,,,,
@throws IllegalArgumentException if end index is before the start,org/apache/commons/collections/iterators/ArrayListIterator,ArrayListIterator,ArrayListIterator,Method Parameter Correlation Directive,,,,,,
@throws IllegalArgumentException if end index is before the start,org/apache/commons/collections/iterators/ObjectArrayIterator,ObjectArrayIterator,ObjectArrayIterator,Method Parameter Correlation Directive,,,,,,
"When creating a ChoiceFormat, you must specify an array of formats and an array of limits. The length of these arrays must be the same.",java,java,text,Method Parameter Correlation Directive,,,,,,
" If name is not null, it must be equal to the binary name of the class specified by the byte array b""",java/lang/ClassLoader,ClassLoader,defineClass,Method Parameter Correlation Directive,,,,,,
You should always pass in the binary name of the class you are defining as well as the bytes.,java/lang/ClassLoader,ClassLoader,defineClass,Method Parameter Correlation Directive,,,,,,
"If subjectKeyID is not null, it should contain a single DER encoded value corresponding to the contents of the extension value (not including the object identifier, criticality setting, and encapsulating OCTET STRING) for a SubjectKeyIdentifier extension.",java/security/cert/X509CertSelector,X509CertSelector,setSubjectKeyIdentifier,Method Parameter Correlation Directive,,,,,,
@param b the bytes that make up the class data. The bytes in positions off through off+len-1 should have the format of a valid class file as defined by the Java Virtual Machine Specification.,java/security/SecureClassLoader,SecureClassLoader,defineClass,Method Parameter Correlation Directive,,,,,,
"If the JDBC type expected to be returned to this output parameter is specific to this particular database, sqlType should be java.sql.Types.OTHER.",java/sql/CallableStatement,CallableStatement,registerOutParameter,Method Parameter Correlation Directive,,,,,,
"If the JDBC type expected to be returned to this output parameter is specific to this particular database, sqlType should be java.sql.Types.OTHER.",java/sql/CallableStatement,CallableStatement,registerOutParameter,Method Parameter Correlation Directive,,,,,,
" The range must be sorted (as by the {@link #sort(double[], int, int)} method) prior to making this call.",java/util/Arrays,Arrays,binarySearch,Method Parameter Correlation Directive,,,,,,
" The range must be sorted (as by the {@link #sort(float[], int, int)} method) prior to making this call.",java/util/Arrays,Arrays,binarySearch,Method Parameter Correlation Directive,,,,,,
"Furthermore, all elements in the list must be mutually comparable (that is, e1.compareTo(e2) must not throw a ClassCastException for any elements e1 and e2 in the list).",java/util/Collections,Collections,sort,Method Parameter Correlation Directive,,,,,,
" The initial index of the range (from) must lie between zero and original.length, inclusive.",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
" The final index of the range (to), which must be greater than or equal to from, may be greater than original.length, in which case (short)0 is placed in all elements of the copy whose index is greater than or equal to original.length - from.",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
The bytes in positions off through off+len-1 should have the format of a valid class file as defined by the Java Virtual Machine Specification ,java/lang/ClassLoader,ClassLoader,defineClass,Method Parameter Correlation Directive,,,,,,
@param b The bytes that make up the class data. The bytes from positions b.position() through b.position() + b.limit() -1 should have the format of a valid class file as defined by the Java Virtual Machine Specification.,java/lang/ClassLoader,ClassLoader,defineClass,Method Parameter Correlation Directive,,,,,,
" The initial index of the range (from) must lie between zero and original.length, inclusive. ",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
" The final index of the range (to), which must be greater than or equal to from, may be greater than original.length, in which case false is placed in all elements of the copy whose index is greater than or equal to original.length - from.",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
"The implementation assumes * a.size() and b.size() represent the total cardinality of a and b, resp. * a.size() < Integer.MAXVALUE",org/apache/commons/collections/CollectionUtils,CollectionUtils,isProperSubCollection,Method Parameter Correlation Directive,,,,,,
"The initial index of the range (from) must lie between zero and original.length, inclusive.",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
" The final index of the range (to), which must be greater than or equal to from, may be greater than original.length, in which case 0d is placed in all elements of the copy whose index is greater than or equal to original.length - from. ",java/util/Arrays,Arrays,copyOfRange,Method Parameter Correlation Directive,,,,,,
The reader must contain the number of characters specified by length otherwise a SQLException will be generated when the PreparedStatement is executed.,java/sql/PreparedStatement,PreparedStatement,setClob,Method Parameter Correlation Directive,,,,,,
The inputstream must contain the number of characters specified by length otherwise a SQLException will be generated when the PreparedStatement is executed.,java/sql/PreparedStatement,PreparedStatement,setBlob,Method Parameter Correlation Directive,,,,,,
The reader must contain the number of characters specified by length otherwise a SQLException will be generated when the PreparedStatement is executed.,java/sql/PreparedStatement,PreparedStatement,setNClob,Method Parameter Correlation Directive,,,,,,
 @throws IllegalArgumentException if end index is before the start,org/apache/commons/collections/iterators/ObjectArrayListIterator,ObjectArrayListIterator,ObjectArrayListIterator,Method Parameter Correlation Directive,,,,,,
"The two maps must be a matching pair, normal and reverse.",org/apache/commons/collections/bidimap/AbstractDualBidiMap,AbstractDualBidiMap,AbstractDualBidiMap,Method Parameter Correlation Directive,,,,,,
@param b the bytes that make up the class data. The bytes from positions b.position() through b.position() + b.limit() -1 should have the format of a valid class file as defined by the Java Virtual Machine Specification. ,java/security/SecureClassLoader,SecureClassLoader,defineClass,Method Parameter Correlation Directive,,,,,,
"If the given key is of type java.security.PrivateKey, it must be accompanied by a certificate chain certifying the corresponding public key. ",java/security/KeyStore,KeyStore,setKeyEntry,Method Parameter Correlation Directive,,,,,,
"If the given key is of type java.security.PrivateKey, it must be accompanied by a certificate chain certifying the corresponding public key. ",java/security/KeyStoreSpi,KeyStoreSpi,engineSetKeyEntry,Method Parameter Correlation Directive,,,,,,
. @throws ArithmeticException if { divisor==0} @throws ArithmeticException if { mc.precision} {@literal >} 0 and the result requires a precision of more than { mc.precision} digits.,java/math/BigDecimal,BigDecimal,divideToIntegralValue,Method Parameter Correlation Directive,,,,,,
"@throws ArithmeticException if the result is inexact but the rounding mode is { UNNECESSARY}, or { mc.precision} {@literal >} 0 and the result of { this.divideToIntgralValue(divisor)} would require a precision of more than { mc.precision} digits. ",java/math/BigDecimal,BigDecimal,remainder,Method Parameter Correlation Directive,,,,,,
"@throws ArithmeticException if the result is inexact but the rounding mode is { UNNECESSARY}, or { mc.precision} {@literal >} 0 and the result of { this.divideToIntgralValue(divisor)} would require a precision of more than { mc.precision} digits.",java/math/BigDecimal,BigDecimal,divideAndRemainder,Method Parameter Correlation Directive,,,,,,
If the second argument is an InputStream then the stream must contain the number of bytes specified by scaleOrLength.,java/sql/ResultSet,ResultSet,updateObject,Method Parameter Correlation Directive,,,,,,
If the second argument is an InputStream then the stream must contain the number of bytes specified by scaleOrLength. If the second argument is a Reader then the reader must contain the number of characters specified by scaleOrLength. ,java/sql/PreparedStatement,PreparedStatement,setObject,Method Parameter Correlation Directive,,,,,,
"The inputstream must contain the number of characters specified by length, otherwise a SQLException will be generated when the CallableStatement is executed.",java/sql/CallableStatement,CallableStatement,setBlob,Method Parameter Correlation Directive,,,,,,
@param b The bytes that make up the class data. The bytes in positions off through off+len-1 should have the format of a valid class file as defined by the Java Virtual Machine Specification.,java/lang/ClassLoader,ClassLoader,defineClass,Method Parameter Correlation Directive,,,,,,
"If the protected key is of type java.security.PrivateKey, it must be accompanied by a certificate chain certifying the corresponding public key.",java/security/KeyStoreSpi,KeyStoreSpi,engineSetKeyEntry,Method Parameter Correlation Directive,,,,,,
The reader must contain the number of characters specified by length otherwise a SQLException will be generated when the CallableStatement is executed.,java/sql/CallableStatement,CallableStatement,setClob,Method Parameter Correlation Directive,,,,,,
The reader must contain the number of characters specified by length otherwise a SQLException will be generated when the CallableStatement is executed. ,java/sql/CallableStatement,CallableStatement,setNClob,Method Parameter Correlation Directive,,,,,,
"When using the 'nowrap' option it is also necessary to provide an extra dummy"" byte as input. This is required by the ZLIB native library in order to support certain optimizations.""",java/util/zip/Inflater,Inflater,Inflater,Method Parameter Correlation Directive,,,,,,
" If both the language and country fields are missing, this function will return the empty string, even if the variant field is filled in (you can't have a locale with just a variant-- the variant must accompany a valid language or country code).",java/util/Locale,Locale,toString,Method Parameter Correlation Directive,,,,,,
"In a simple case, a partition token scanner must always start at a partition boundary.",org/eclipse/jface/text,text,rules,Method Parameter Correlation Directive,,,,,,
"Note that thes margins will be added to the ones specified by {@link #margins(int, int)}.",org/eclipse/jface/layout/GridLayoutFactory,GridLayoutFactory,extendedMargins,Method Parameter Correlation Directive,,,,,,
The data is assumed to be in the specified encoding. ,java/security/cert/CertificateFactorySpi,CertificateFactorySpi,engineGenerateCertPath,Method Parameter Correlation Directive,,,,,,
"@exception IndexOutOfBoundsException If off is negative, len is negative, or len is greater than b.length - off",java/io/RandomAccessFile,RandomAccessFile,read,Method Parameter Correlation Directive,,,,,,
"If it is critical to obtain every active thread in this thread group and its subgroups, the caller should verify that the returned int value is strictly less than the length of list. ",java/lang/ThreadGroup,ThreadGroup,enumerate,Post-Call Directive,,,,,,
"This value should not be cached, as it may be changed by a call to setPolicy.",java/security/Policy,Policy,getPolicy,Post-Call Directive,,,,,,
"The returned parameter object must be initialized via a call to init, using an appropriate parameter specification or parameter encoding.",java/security/AlgorithmParameters,AlgorithmParameters,getInstance,Post-Call Directive,,,,,,
"The returned parameter object must be initialized via a call to init, using an appropriate parameter specification or parameter encoding. ",java/security/AlgorithmParameters,AlgorithmParameters,getInstance,Post-Call Directive,,,,,,
"Once an AlgorithmParameters object is obtained, it must be initialized via a call to init, using an appropriate parameter specification or parameter encoding.",java,java,security,Post-Call Directive,,,,,,
"The returned parameter object must be initialized via a call to init, using an appropriate parameter specification or parameter encoding. ",java/security/AlgorithmParameters,AlgorithmParameters,getInstance,Post-Call Directive,,,,,,
The method readObject is used to read an object from the stream. Java's safe casting should be used to get the desired type. ,java,java,io,Post-Call Directive,,,,,,
The return value should always be checked to make sure that the rename operation was successful.,java/io/File,File,renameTo,Post-Call Directive,,,,,,
"@return the dialog, after being closed by the user, which the client can only call getReturnCode() or getToggleState()",org/eclipse/jface/dialogs/MessageDialogWithToggle,MessageDialogWithToggle,openYesNoQuestion,Post-Call Directive,,,,,,
"@return the dialog, after being closed by the user, which the client can only call getReturnCode() or getToggleState()",org/eclipse/jface/dialogs/MessageDialogWithToggle,MessageDialogWithToggle,openYesNoCancelQuestion,Post-Call Directive,,,,,,
"@return the dialog, after being closed by the user, which the client can only call getReturnCode() or getToggleState()",org/eclipse/jface/dialogs/MessageDialogWithToggle,MessageDialogWithToggle,openWarning,Post-Call Directive,,,,,,
"@return the dialog, after being closed by the user, which the client can only call getReturnCode() or getToggleState()\n",org/eclipse/jface/dialogs/MessageDialogWithToggle,MessageDialogWithToggle,openOkCancelConfirm,Post-Call Directive,,,,,,
