kind,containing-api-element,directive_Text,group_Id
"Not Null Directive","org/apache/commons/collections/CollectionUtils/subtract/Iterable;Iterable","@param b the collection to subtract, must not be null ",0
"Not Null Directive","org/apache/commons/collections/CollectionUtils/predicatedCollection/Collection;Predicate","@param collection the collection to predicate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/CollectionUtils/predicatedCollection/Collection;Predicate","@param predicate the predicate for the collection, must not be null ",0
"Not Null Directive","org/apache/commons/collections/CollectionUtils/transformedCollection/Collection;Transformer","@param collection the collection to predicate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/CollectionUtils/transformedCollection/Collection;Transformer","@param transformer the transformer for the collection, must not be null",0
"Not Null Directive","org/apache/commons/collections/BagUtils/predicatedBag/Bag;Predicate","@param bag the bag to predicate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/BagUtils/predicatedBag/Bag;Predicate","@param predicate the predicate for the bag, must not be null ",0
"Not Null Directive","org/apache/commons/collections/functors/NullIsExceptionPredicate/evaluate/Object","@throws FunctorException if input is null ",0
"Not Null Directive","org/apache/commons/collections/functors/WhileClosure/getInstance/Predicate;Closure;boolean","@param closure the closure the execute, not null ",0
"Not Null Directive","org/apache/commons/collections/functors/WhileClosure/getInstance/Predicate;Closure;boolean","@throws IllegalArgumentException if the predicate or closure is null ",0
"Not Null Directive","org/apache/commons/collections/functors/WhileClosure/getInstance/Predicate;Closure;boolean","@param predicate the predicate used to evaluate when the loop terminates, not null",0
"Not Null Directive","org/apache/commons/collections/functors/WhileClosure/WhileClosure/Predicate;Closure;boolean"," @param predicate the predicate used to evaluate when the loop terminates, not null",0
"Not Null Directive","org/apache/commons/collections/functors/WhileClosure/WhileClosure/Predicate;Closure;boolean","@param closure the closure the execute, not null",0
"Not Null Directive","org/apache/commons/collections/ClosureUtils/doWhileClosure/Closure;Predicate","@param closure the closure to call repeatedly, not null",0
"Not Null Directive","org/apache/commons/collections/ClosureUtils/doWhileClosure/Closure;Predicate","@param predicate the predicate to use as an end of loop test, not null ",0
"Not Null Directive","org/apache/commons/collections/ClosureUtils/doWhileClosure/Closure;Predicate"," @throws IllegalArgumentException if either argument is null ",0
"Not Null Directive","org/apache/commons/collections/bidimap/TreeBidiMap/put/Comparable;Comparable","@throws NullPointerException if the key is null ",0
"Not Null Directive","org/apache/commons/collections/ListUtils/retainAll/Collection;Collection","@throws NullPointerException if either parameter is null",0
"Not Null Directive","org/apache/commons/collections/CollectionUtils/retainAll/Collection;Collection","@throws NullPointerException if either parameter is null ",0
"Not Null Directive","org/apache/commons/collections/map/CompositeMap/putAll/Map","@throws NullPointerException the specified map is null,",0
"Not Null Directive","org/apache/commons/collections/map/CompositeMap/putAll/Map"," or if this map does not permit null keys or values, and the specified map contains null keys or values. ",0
"Not Null Directive","org/apache/commons/collections/map/CompositeMap/remove/Object"," @throws NullPointerException if the key is null and the composited map does not not permit null keys (optional). ",0
"Not Null Directive","org/apache/commons/collections/BidiMap/put/Object;Object","@throws NullPointerException (optional) if the map limits the values to non-null and null was specified ",0
"Not Null Directive","org/apache/commons/collections/bag/SynchronizedSortedBag/SynchronizedSortedBag/Bag;Object","@param lock the lock to use, must not be null ",0
"Not Null Directive","org/apache/commons/collections/bag/SynchronizedSortedBag/SynchronizedSortedBag/Bag;Object","@throws IllegalArgumentException if bag is null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/transformedMap/Map;Transformer;Transformer","@param map the map to transform, must not be null, typically empty",0
"Not Null Directive","org/apache/commons/collections/MapUtils/transformedMap/Map;Transformer;Transformer","@throws IllegalArgumentException if the Map is null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/transformedSortedMap/SortedMap;Transformer;Transformer","@param map the map to transform, must not be null, typically empty",0
"Not Null Directive","org/apache/commons/collections/MapUtils/transformedSortedMap/SortedMap;Transformer;Transformer","@throws IllegalArgumentException if the SortedMap is null ",0
"Not Null Directive","org/apache/commons/collections/MultiMap/remove/Object;Object","@throws NullPointerException if the key or value is null and null is invalid ",0
"Not Null Directive","org/apache/commons/collections/MultiMap/get/Object","@throws NullPointerException if the key is null and null keys are invalid",0
"Not Null Directive","org/apache/commons/collections/MultiMap/put/Object;Object","@throws NullPointerException if the key or value is null and null is invalid ",0
"Not Null Directive","org/apache/commons/collections/MultiMap/remove/Object","@throws NullPointerException if the key is null and null keys are invalid ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/putAll/Map;Object[]","@param map the map to populate, must not be null",0
"Not Null Directive","org/apache/commons/collections/MapUtils/putAll/Map;Object[]","@throws NullPointerException if map is null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/invertMap/Map","@throws NullPointerException if the map is null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/invertMap/Map","@param map the map to invert, may not be null",0
"Not Null Directive","org/apache/commons/collections/map/AbstractHashedMap/isEqualValue/Object;Object","This implementation uses the equals method and assumes neither value is null.",0
"Not Null Directive","org/apache/commons/collections/map/AbstractHashedMap/isEqualKey/Object;Object","This implementation uses the equals method and assumes neither key is null. ",0
"Not Null Directive","org/apache/commons/collections/EnumerationUtils/toList/Enumeration","@param enumeration the enumeration to traverse, which should not be null.",0
"Not Null Directive","org/apache/commons/collections/EnumerationUtils/toList/Enumeration","@throws NullPointerException if the enumeration parameter is null. ",0
"Not Null Directive","org/apache/commons/collections/BagUtils/synchronizedBag/Bag","@param bag the bag to synchronize, must not be null ",0
"Not Null Directive","org/apache/commons/collections/BagUtils/synchronizedBag/Bag","@throws IllegalArgumentException if the Bag is null ",0
"Not Null Directive","org/apache/commons/collections/BagUtils/synchronizedSortedBag/SortedBag","@throws IllegalArgumentException if the SortedBag is null ",0
"Not Null Directive","org/apache/commons/collections/BagUtils/synchronizedSortedBag/SortedBag"," @param bag the bag to synchronize, must not be null",0
"Not Null Directive","org/apache/commons/collections/bag/SynchronizedSortedBag/decorate/SortedBag","@throws IllegalArgumentException if bag is null ",0
"Not Null Directive","org/apache/commons/collections/collection/SynchronizedCollection/decorate/Collection"," @throws IllegalArgumentException if collection is null ",0
"Not Null Directive","org/apache/commons/collections/buffer/SynchronizedBuffer/decorate/Buffer","@throws IllegalArgumentException if buffer is null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/synchronizedMap/Map",". @param map the map to synchronize, must not be null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/synchronizedMap/Map","@throws IllegalArgumentException if the map is null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/lazyMap/Map;Transformer"," @param map the map to make lazy, must not be null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/lazyMap/Map;Transformer"," @throws IllegalArgumentException if the Map or Transformer is null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/lazyMap/Map;Transformer","@param transformerFactory the factory for creating new objects, must not be null",0
"Not Null Directive","org/apache/commons/collections/MapUtils/synchronizedSortedMap/SortedMap","@throws IllegalArgumentException if the map is null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/synchronizedSortedMap/SortedMap"," @param map the map to synchronize, must not be null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/lazySortedMap/SortedMap;Transformer"," @throws IllegalArgumentException if the Map or Transformer is null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/lazySortedMap/SortedMap;Transformer","@param map the map to make lazy, must not be null",0
"Not Null Directive","org/apache/commons/collections/MapUtils/lazySortedMap/SortedMap;Transformer","@param transformerFactory the factory for creating new objects, must not be null ",0
"Not Null Directive","org/apache/commons/collections/ListUtils/synchronizedList/List","@param list the list to synchronize, must not be nul",0
"Not Null Directive","org/apache/commons/collections/ListUtils/synchronizedList/List","@throws IllegalArgumentException if the list is null ",0
"Not Null Directive","org/apache/commons/collections/BufferUtils/synchronizedBuffer/Buffer","@param buffer the buffer to synchronize, must not be null ",0
"Not Null Directive","org/apache/commons/collections/BufferUtils/synchronizedBuffer/Buffer"," @throws IllegalArgumentException if the Buffer is null ",0
"Not Null Directive","org/apache/commons/collections/BufferUtils/blockingBuffer/Buffer","@param buffer the buffer to synchronize, must not be null ",0
"Not Null Directive","org/apache/commons/collections/BufferUtils/blockingBuffer/Buffer","@throws IllegalArgumentException if the Buffer is null ",0
"Not Null Directive","org/apache/commons/collections/BufferUtils/blockingBuffer/Buffer;long",". @param buffer the buffer to synchronize, must not be null",0
"Not Null Directive","org/apache/commons/collections/BufferUtils/blockingBuffer/Buffer;long","@throws IllegalArgumentException if the Buffer is null",0
"Not Null Directive","org/apache/commons/collections/CollectionUtils/synchronizedCollection/Collection"," @throws IllegalArgumentException if the collection is null ",0
"Not Null Directive","org/apache/commons/collections/CollectionUtils/synchronizedCollection/Collection","@param collection the collection to synchronize, must not be null",0
"Not Null Directive","org/apache/commons/collections/SetUtils/synchronizedSortedSet/SortedSet","@param set the sorted set to synchronize, must not be null ",0
"Not Null Directive","org/apache/commons/collections/SetUtils/synchronizedSortedSet/SortedSet","@throws IllegalArgumentException if the set is null ",0
"Not Null Directive","org/apache/commons/collections/BagUtils/transformedBag/Bag;Transformer","@param bag the bag to predicate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/BagUtils/transformedBag/Bag;Transformer","@param transformer the transformer for the bag, must not be null ",0
"Not Null Directive","org/apache/commons/collections/BagUtils/predicatedSortedBag/SortedBag;Predicate","@param bag the sorted bag to predicate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/BagUtils/predicatedSortedBag/SortedBag;Predicate","@param predicate the predicate for the bag, must not be null",0
"Not Null Directive","org/apache/commons/collections/BagUtils/transformedSortedBag/SortedBag;Transformer","@param bag the bag to predicate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/BagUtils/transformedSortedBag/SortedBag;Transformer","@param transformer the transformer for the bag, must not be null",0
"Not Null Directive","org/apache/commons/collections/SetUtils/predicatedSet/Set;Predicate","@param predicate the predicate for the set, must not be null",0
"Not Null Directive","org/apache/commons/collections/SetUtils/predicatedSet/Set;Predicate","@param set the set to predicate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/SetUtils/transformedSet/Set;Transformer","@param set the set to transform, must not be null",0
"Not Null Directive","org/apache/commons/collections/SetUtils/transformedSet/Set;Transformer","@param transformer the transformer for the set, must not be null",0
"Not Null Directive","org/apache/commons/collections/SetUtils/predicatedSortedSet/SortedSet;Predicate","@param predicate the predicate for the sorted set, must not be null",0
"Not Null Directive","org/apache/commons/collections/SetUtils/predicatedSortedSet/SortedSet;Predicate","@param set the sorted set to predicate, must not be null",0
"Not Null Directive","org/apache/commons/collections/SetUtils/transformedSortedSet/SortedSet;Transformer","@param set the set to transform, must not be null ",0
"Not Null Directive","org/apache/commons/collections/SetUtils/transformedSortedSet/SortedSet;Transformer","@param transformer the transformer for the set, must not be null ",0
"Not Null Directive","org/apache/commons/collections/collection/UnmodifiableBoundedCollection/decorateUsing/Collection","@param coll the BoundedCollection to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/collection/UnmodifiableCollection/decorate/Collection","@param coll the collection to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/buffer/BlockingBuffer/decorate/Buffer;long","@param buffer the buffer to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/list/SetUniqueList/decorate/List","@param list the list to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/DefaultedMap/decorate/Map;Object","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/PredicatedSortedMap/PredicatedSortedMap/SortedMap;Predicate;Predicate","@param map the map to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/TransformedMap/TransformedMap/Map;Transformer;Transformer","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/AbstractHashedMap/entryNext/HashEntry","@param entry the entry to query, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/AbstractHashedMap/entryHashCode/HashEntry","@param entry the entry to query, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/AbstractHashedMap/entryKey/HashEntry","@param entry the entry to query, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/AbstractHashedMap/entryValue/HashEntry","@param entry the entry to query, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/TransformedSortedMap/TransformedSortedMap/SortedMap;Transformer;Transformer","@param map the map to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/AbstractLinkedMap/entryBefore/LinkEntry","@param entry the entry to query, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/PredicatedMap/decorate/Map;Predicate;Predicate","@param map the map to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/PredicatedMap/PredicatedMap/Map;Predicate;Predicate","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/splitmap/SplitMapUtils/readableMap/Get","@param get to wrap, must not be null ",0
"Not Null Directive","org/apache/commons/collections/splitmap/TransformedMap/TransformedMap/Map;Transformer;Transformer","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/set/ListOrderedSet/decorate/List","@param list the list to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/unmodifiableMap/Map","@param map the map to make unmodifiable, must not be null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/unmodifiableSortedMap/SortedMap","@param map the sorted map to make unmodifiable, must not be null ",0
"Not Null Directive","org/apache/commons/collections/ListUtils/unmodifiableList/List","@param list the list to make unmodifiable, must not be null ",0
"Not Null Directive","org/apache/commons/collections/CollectionUtils/addIgnoreNull/Collection;Object","@param collection the collection to add to, must not be null",0
"Not Null Directive","org/apache/commons/collections/CollectionUtils/unmodifiableCollection/Collection","@param collection the collection to make unmodifiable, must not be null ",0
"Not Null Directive","org/apache/commons/collections/BagUtils/unmodifiableBag/Bag","@param bag the bag whose unmodifiable view is to be returned, must not be null ",0
"Not Null Directive","org/apache/commons/collections/BagUtils/unmodifiableSortedBag/SortedBag","@param bag the bag whose unmodifiable view is to be returned, must not be null",0
"Not Null Directive","org/apache/commons/collections/SetUtils/unmodifiableSet/Set","@param set the set to make unmodifiable, must not be null ",0
"Not Null Directive","org/apache/commons/collections/SetUtils/unmodifiableSortedSet/SortedSet","@param set the sorted set to make unmodifiable, must not be null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/lazyMap/Map;Factory","@param map the map to make lazy, must not be null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/lazyMap/Map;Factory","@param factory the factory for creating new objects, must not be null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/lazySortedMap/SortedMap;Factory","@param map the map to make lazy, must not be null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/lazySortedMap/SortedMap;Factory","@param factory the factory for creating new objects, must not be null ",0
"Not Null Directive","org/apache/commons/collections/ListUtils/transformedList/List;Transformer","@param list the list to predicate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/ListUtils/transformedList/List;Transformer","@param transformer the transformer for the list, must not be null ",0
"Not Null Directive","org/apache/commons/collections/ListUtils/lazyList/List;Factory","@param list the list to make lazy, must not be null",0
"Not Null Directive","org/apache/commons/collections/ListUtils/lazyList/List;Factory","@param factory the factory for creating new objects, must not be null",0
"Not Null Directive","org/apache/commons/collections/buffer/BoundedBuffer/decorate/Buffer;int","@param buffer the buffer to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/buffer/BoundedBuffer/decorate/Buffer;int;long","@param buffer the buffer to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/PredicatedSortedMap/decorate/SortedMap;Predicate;Predicate","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/map/TransformedMap/decorate/Map;Transformer;Transformer","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/splitmap/TransformedMap/decorate/Map;Transformer;Transformer","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/fixedSizeMap/Map","@param map the map whose size to fix, must not be null",0
"Not Null Directive","org/apache/commons/collections/MapUtils/orderedMap/Map","@param map the map to order, must not be null",0
"Not Null Directive","org/apache/commons/collections/MapUtils/fixedSizeSortedMap/SortedMap","@param map the map whose size to fix, must not be null ",0
"Not Null Directive","org/apache/commons/collections/ListUtils/fixedSizeList/List","@param list the list whose size to fix, must not be null ",0
"Not Null Directive","org/apache/commons/collections/BufferUtils/boundedBuffer/Buffer;int","@param buffer the buffer to make bounded, must not be null ",0
"Not Null Directive","org/apache/commons/collections/SetUtils/synchronizedSet/Set","@param set the set to synchronize, must not be null",0
"Not Null Directive","org/apache/commons/collections/SetUtils/orderedSet/Set","@param set the set to order, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/TransformedMap/decorateTransform/Map;Transformer;Transformer","@param map the map to decorate, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/TransformedSortedMap/decorateTransform/SortedMap;Transformer;Transformer","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/BufferUtils/boundedBuffer/Buffer;int;long","@param buffer the buffer to make bounded, must not be null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/predicatedMap/Map;Predicate;Predicate","@param map the map to predicate, must not be null",0
"Not Null Directive","org/apache/commons/collections/MapUtils/predicatedSortedMap/SortedMap;Predicate;Predicate","@param map the map to predicate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/keyvalue/MultiKey/MultiKey/Object[]","@param keys the array of keys, not null ",0
"Not Null Directive","org/apache/commons/collections/CollectionUtils/disjunction/Iterable;Iterable","@param a the first collection, must not be null ",0
"Not Null Directive","org/apache/commons/collections/CollectionUtils/disjunction/Iterable;Iterable","@param b the second collection, must not be null",0
"Not Null Directive","org/apache/commons/collections/map/TransformedSortedMap/decorate/SortedMap;Transformer;Transformer","@param map the map to decorate, must not be null ",0
"Not Null Directive","org/apache/commons/collections/functors/SwitchClosure/getInstance/Predicate[];Closure[];Closure","@param closures matching array of closures, cloned, no nulls",0
"Not Null Directive","org/apache/commons/collections/functors/SwitchClosure/getInstance/Predicate[];Closure[];Closure","@param predicates array of predicates, cloned, no nulls ",0
"Not Null Directive","org/apache/commons/collections/functors/SwitchClosure/SwitchClosure/Predicate[];Closure[];Closure","@param predicates array of predicates, not cloned, no nulls",0
"Not Null Directive","org/apache/commons/collections/functors/SwitchClosure/SwitchClosure/Predicate[];Closure[];Closure","@param closures matching array of closures, not cloned, no nulls",0
"Not Null Directive","org/apache/commons/collections/functors/SwitchTransformer/getInstance/Predicate[];Transformer[];Transformer","@param predicates array of predicates, cloned, no nulls ",0
"Not Null Directive","org/apache/commons/collections/functors/SwitchTransformer/getInstance/Predicate[];Transformer[];Transformer","@param transformers matching array of transformers, cloned, no nulls",0
"Not Null Directive","org/apache/commons/collections/functors/SwitchTransformer/SwitchTransformer/Predicate[];Transformer[];Transformer","@param predicates array of predicates, not cloned, no nulls",0
"Not Null Directive","org/apache/commons/collections/functors/SwitchTransformer/SwitchTransformer/Predicate[];Transformer[];Transformer","@param transformers matching array of transformers, not cloned, no nulls",0
"Not Null Directive","org/apache/commons/collections/functors/ChainedClosure/ChainedClosure/Closure[]","@param closures the closures to chain, not copied, no nulls",0
"Not Null Directive","org/apache/commons/collections/functors/ChainedTransformer/ChainedTransformer/Transformer[]","@param transformers the transformers to chain, not copied, no nulls",0
"Not Null Directive","org/apache/commons/collections/functors/ChainedClosure/getInstance/Closure[]","@param closures the closures to chain, copied, no nulls ",0
"Not Null Directive","org/apache/commons/collections/functors/ChainedTransformer/getInstance/Transformer[]","@param transformers the transformers to chain, copied, no nulls ",0
"Not Null Directive","org/apache/commons/collections/bag/AbstractMapBag/AbstractMapBag/Map","The map must be empty and non-null. ",0
"Not Null Directive","org/apache/commons/collections/map/MultiKeyMap/put/MultiKey;Object","Puts the key and value into the map, where the key must be a non-null MultiKey object.",0
"Not Null Directive","org/apache/commons/collections/map/MultiKeyMap/putAll/Map","Copies all of the keys and values from the specified map to this map. Each key must be non-null and a MultiKey object. ",0
"Not Null Directive","org/apache/commons/collections/list/AbstractLinkedList/addNode/Node;Node","@throws NullPointerException if either node is null ",0
"Not Null Directive","org/apache/commons/collections/list/CursorableLinkedList/addNode/Node;Node"," @throws NullPointerException if either node is null ",0
"Not Null Directive","org/apache/commons/collections/list/AbstractLinkedList/addNodeBefore/Node;Object"," @throws NullPointerException if node is null ",0
"Not Null Directive","org/apache/commons/collections/map/AbstractLinkedMap/entryBefore/LinkEntry","@throws NullPointerException if the entry is null ",0
"Not Null Directive","org/apache/commons/collections/ComparatorUtils/booleanComparator/boolean"," The comparator throws NullPointerException if a null value is compared.",0
"Not Null Directive","org/apache/commons/collections/IteratorUtils/arrayListIterator/Object[];int;int"," @throws NullPointerException if array is null ",0
"Not Null Directive","org/apache/commons/collections/PredicateUtils/transformedPredicate/Transformer;Predicate","@throws IllegalArgumentException if the transformer or the predicate is null",0
"Not Null Directive","org/apache/commons/collections/iterators/ObjectArrayIterator/ObjectArrayIterator/Object[];int;int","@throws NullPointerException if array is null ",0
"Not Null Directive","org/apache/commons/collections/iterators/ObjectArrayListIterator/ObjectArrayListIterator/Object[];int;int","@throws NullPointerException if array is null ",0
"Not Null Directive","org/apache/commons/collections/iterators/ArrayListIterator/ArrayListIterator/Object;int;int","@throws NullPointerException if array is null ",0
"Not Null Directive","org/apache/commons/collections/IteratorUtils/arrayIterator/Object[];int;int","@throws NullPointerException if array is null ",0
"Not Null Directive","org/apache/commons/collections/IteratorUtils/arrayIterator/Object;int;int","@throws NullPointerException if array is null ",0
"Not Null Directive","org/apache/commons/collections/IteratorUtils/arrayListIterator/Object;int;int","@throws NullPointerException if array is null ",0
"Not Null Directive","org/apache/commons/collections/map/CompositeMap/put/Object;Object","@throws NullPointerException this map does not permit null keys or values, and the specified key or value is null. ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/predicatedMap/Map;Predicate;Predicate","@throws IllegalArgumentException if the Map is null ",0
"Not Null Directive","org/apache/commons/collections/SetUtils/predicatedSortedSet/SortedSet;Predicate","@throws IllegalArgumentException if the Set or Predicate is null ",0
"Not Null Directive","org/apache/commons/collections/SetUtils/predicatedSet/Set;Predicate","@throws IllegalArgumentException if the Set or Predicate is null ",0
"Not Null Directive","org/apache/commons/collections/BagUtils/predicatedSortedBag/SortedBag;Predicate","@throws IllegalArgumentException if the SortedBag or Predicate is null ",0
"Not Null Directive","org/apache/commons/collections/BagUtils/predicatedBag/Bag;Predicate","@return a predicated bag backed by the given bag @throws IllegalArgumentException if the Bag or Predicate is null ",0
"Not Null Directive","org/apache/commons/collections/CollectionUtils/predicatedCollection/Collection;Predicate","@throws IllegalArgumentException if the Collection is null ",0
"Not Null Directive","org/apache/commons/collections/BufferUtils/predicatedBuffer/Buffer;Predicate"," @throws IllegalArgumentException if the Buffer or Predicate is null ",0
"Not Null Directive","org/apache/commons/collections/TransformerUtils/asTransformer/Closure"," @throws IllegalArgumentException if the closure is null ",0
"Not Null Directive","org/apache/commons/collections/TransformerUtils/asTransformer/Closure","@param closure the closure to run each time in the transformer, not null ",0
"Not Null Directive","org/apache/commons/collections/TransformerUtils/asTransformer/Predicate","@throws IllegalArgumentException if the predicate is null ",0
"Not Null Directive","org/apache/commons/collections/TransformerUtils/asTransformer/Predicate"," @param predicate the predicate to run each time in the transformer, not null ",0
"Not Null Directive","org/apache/commons/collections/TransformerUtils/asTransformer/Factory","@param factory the factory to run each time in the transformer, not null ",0
"Not Null Directive","org/apache/commons/collections/TransformerUtils/asTransformer/Factory","@throws IllegalArgumentException if the factory is null ",0
"Not Null Directive","org/apache/commons/collections/buffer/BoundedBuffer/decorate/Buffer;int;long","@throws IllegalArgumentException if the buffer is null ",0
"Not Null Directive","org/apache/commons/collections/functors/PrototypeFactory/getInstance/Object","@throws IllegalArgumentException if the prototype is null ",0
"Not Null Directive","org/apache/commons/collections/FactoryUtils/prototypeFactory/Object"," @throws IllegalArgumentException if the prototype is null",0
"Not Null Directive","org/apache/commons/collections/FactoryUtils/instantiateFactory/Class"," @throws IllegalArgumentException if the classToInstantiate is null ",0
"Not Null Directive","org/apache/commons/collections/FactoryUtils/instantiateFactory/Class;Class[];Object[]","@throws IllegalArgumentException if the classToInstantiate is null ",0
"Not Null Directive","org/apache/commons/collections/map/CompositeMap/containsValue/Object"," @throws NullPointerException if the value is null and this map does not not permit null values (optional). ",0
"Not Null Directive","org/eclipse/jface/bindings/keys/KeyLookupFactory/setDefault/IKeyLookup","@param defaultLookup the default look-up. Must not be null. ",0
"Not Null Directive","org/eclipse/jface/bindings/keys/formatting/KeyFormatterFactory/setDefault/IKeyFormatter","@param defaultKeyFormatter the default key formatter. Must not be null.",0
"Not Null Directive","java/net/HttpCookie/HttpCookie/String;String","@throws NullPointerException if name is null ",0
"Not Null Directive","java/awt/image/ColorConvertOp/ColorConvertOp/ColorSpace;ColorSpace;RenderingHints","@throws NullPointerException if either srcCspace or dstCspace is null ",0
"Not Null Directive","java/util/logging/LoggingMXBean/setLoggerLevel/String;String","@param loggerName The name of the Logger to be set. Must be non-null.",0
"Not Null Directive","java/io/SerializablePermission/SerializablePermission/String;String","@throws NullPointerException if name is null.",0
"Not Null Directive","org/apache/commons/collections/iterators/ObjectArrayIterator/setArray/Object[]"," @throws NullPointerException if array is null",0
"Not Null Directive","org/apache/commons/collections/MapUtils/verbosePrint/PrintStream;Object;Map","@param out the stream to print to, must not be null ",0
"Not Null Directive","org/apache/commons/collections/MapUtils/verbosePrint/PrintStream;Object;Map","@throws NullPointerException if the stream is null",0
"Not Null Directive","org/apache/commons/collections/buffer/BoundedBuffer/BoundedBuffer/Buffer;int;long","@throws IllegalArgumentException if the buffer is null ",0
"Not Null Directive","org/apache/commons/collections/map/CompositeMap/containsKey/Object","@throws NullPointerException if the key is null and this map does not not permit null keys (optional).",0
"Not Null Directive","java/util/Queue"," Even in the implementations that permit it, null should not be inserted into a Queue, as null is also used as a special return value by the poll method to indicate that the queue contains no elements.",0
"Not Null Directive","org/apache/commons/collections/IteratorUtils/toListIterator/Iterator","@throws NullPointerException if iterator parameter is null",0
"Not Null Directive","org/apache/commons/collections/MapUtils/debugPrint/PrintStream;Object;Map","@param out the stream to print to, must not be null",0
"Not Null Directive","org/apache/commons/collections/MapUtils/debugPrint/PrintStream;Object;Map","@throws NullPointerException if the stream is null",0
"Not Null Directive","org/apache/commons/collections/set/AbstractSetDecorator/AbstractSetDecorator/Set"," @throws IllegalArgumentException if set is null ",0
"Not Null Directive","org/apache/commons/collections/map/MultiKeyMap/MultiKeyMap/AbstractHashedMap"," The map must not be null and should be empty or only contain valid keys.",0
"Not Null Directive","java/net/URLStreamHandler/equals/URL;URL","This method requires that none of its arguments is null.",0
"Not Null Directive","java/net/URLStreamHandler/sameFile/URL;URL","This method requires that none of its arguments is null.",0
"Not Null Directive","org/eclipse/jface/bindings/TriggerSequence/startsWith/TriggerSequence;boolean","Must not be null.",0
"Not Null Directive","org/eclipse/jface/action/StatusLineContributionItem/setText/String","@param text the text to be displayed, must not be null ",0
"Not Null Directive","org/eclipse/jface/action/ExternalActionManager/ICallback/getAcceleratorText/String"," @param identifier The identifier of the item from which the accelerator text should be obtained ; must not be null.",0
"Not Null Directive","org/eclipse/jface/commands/ActionHandler/ActionHandler/IAction","@param action the action. Must not be null. ",0
"Not Null Directive","org/eclipse/jface/viewers/StructuredSelection/StructuredSelection/Object[]","The given element array must not be null.",0
"Not Null Directive","org/eclipse/jface/fieldassist/IControlContentAdapter/insertControlContents/Control;String;int","Insert the specified contents into the control's current contents. Must not be null.",0
"Not Null Directive","org/eclipse/jface/bindings/BindingManager/removeBindingManagerListener/IBindingManagerListener"," @param listener The listener to be removed; must not be null. ",0
