id,id_sub,is_directive,type,path,text:
67,1,0,package,java/sql#1,\n\nProvides the API for accessing and processing data stored in a \ndata source (usually a relational database) using the \nJava<sup><font size=-2>TM</font></sup> programming language. \n
67,2,0,package,java/sql#2,This API includes a framework whereby different\ndrivers can be installed dynamically to access different data sources.\n
67,3,0,package,java/sql#3,Although the JDBC<sup><font size=-2>TM</font></sup> API is mainly geared \nto passing SQL statements to a database, it provides for reading and\nwriting data from any data source with a tabular format.\n
67,4,0,package,java/sql#4,The reader/writer facility, available through the \n<code>javax.sql.RowSet</code> group of interfaces, can be customized to\nuse and update data from a spread sheet, flat file, or any other tabular \ndata source.\n
67,5,0,package,java/sql#5,<P>\n<h2>What the JDBC<sup><font size=-2>TM</font></sup> 4.0 API Includes</h2>\nThe JDBC<sup><font size=-2>TM</font></sup> 4.0 API includes both\nthe <code>java.sql</code> package, referred to as the JDBC core API,\nand the <code>javax.sql</code> package, referred to as the JDBC Optional\nPackage API. 
67,6,0,package,java/sql#6,This complete JDBC API\nis included in the Java<sup><font size=-2>TM</font></sup>  \nStandard Edition (Java SE<sup><font size=-2>TM</font></sup>), version 6.  \n
67,7,1,package,java/sql#7,The <code>javax.sql</code> package extends the functionality of the JDBC API \nfrom a client-side API to a server-side API, and it is an essential part\nof the Java<sup><font size=-2>TM</font></sup>  Enterprise Edition\n(Java EE<sup><font size=-2>TM</font></sup>) technology. \n
67,8,0,package,java/sql#8,<P>\n<h2>Versions</h2>\nThe JDBC 4.0 API incorporates all of the previous JDBC API versions:\n<UL>\n 
67,9,0,package,java/sql#9,<LI> The JDBC 3.0 API\n 
67,10,0,package,java/sql#10,<LI> The JDBC 2.1 core API\n 
67,11,1,package,java/sql#11,<LI> The JDBC 2.0 Optional Package API<br>\n      (Note that the JDBC 2.1 core API and the JDBC 2.0 Optional Package\n      API together are referred to as the JDBC 2.0 API.)\n 
67,12,0,package,java/sql#12,<LI> The JDBC 1.2 API\n 
67,13,0,package,java/sql#13,<LI> The JDBC 1.0 API\n</UL>\n
67,14,0,package,java/sql#14,<P>\nClasses, interfaces, methods, fields, constructors, and exceptions \nhave the following "since" tags that indicate when they were introduced \ninto the Java platform. 
67,15,0,package,java/sql#15,When these "since" tags are used in\nJavadoc<sup><font size=-2>TM</font></sup> comments for the JDBC API,\nthey indicate the following:\n<UL>\n 
67,16,0,package,java/sql#16,<LI>Since 1.6 -- new in the JDBC 4.0 API and part of the Java SE platform, \n     version 6\n 
67,17,0,package,java/sql#17,<LI>Since 1.4 -- new in the JDBC 3.0 API and part of the J2SE platform, \n     version 1.4\n 
67,18,0,package,java/sql#18,<LI>Since 1.2 -- new in the JDBC 2.0 API and part of the J2SE platform, \n     version 1.2\n 
67,19,0,package,java/sql#19,<LI>Since 1.1 or no "since" tag -- in the original JDBC 1.0 API and part of\n      the JDK<sup><font size=-2>TM</font></sup>, version 1.1\n</UL>\n
67,20,1,package,java/sql#20,<P>\n<b>NOTE:</b> Many of the new features are optional; consequently, there is \nsome variation in drivers and the features they support. 
67,21,1,package,java/sql#21,Always \ncheck your driver's documentation to see whether it supports a feature before\nyou try to use it.\n
67,22,1,package,java/sql#22,<P>\n<b>NOTE:</b> The class <code>SQLPermission</code> was added in the\nJava<sup><font size=-2>TM</font></sup> 2 SDK, Standard Edition, \nversion 1.3 release. 
67,23,1,package,java/sql#23,This class is used to prevent unauthorized\naccess to the logging stream associated with the <code>DriverManager</code>,\nwhich may contain information such as table names, column data, and so on.\n
67,24,0,package,java/sql#24,<p>\n\n<h2>What the <code>java.sql</code> Package Contains</h2>\nThe <code>java.sql</code> package contains API for the following:\n<UL>\n  
67,25,0,package,java/sql#25,<LI>Making a connection with a database via the <code>DriverManager</code> facility\n  <UL>\n	 
67,26,0,package,java/sql#26,<LI><code>DriverManager</code> class -- makes a connection with a driver\n	 
67,27,0,package,java/sql#27,<LI><code>SQLPermission</code> class -- provides permission when code\n                  running within a Security Manager, such as an applet,\n                  attempts to set up a logging stream through the\n                  <code>DriverManager</code>\n	 
67,28,1,package,java/sql#28,<LI><code>Driver</code> interface -- provides the API for registering\n             and connecting drivers based on JDBC technology ("JDBC drivers"); \n             generally used only by the <code>DriverManager</code> class\n	 
67,29,0,package,java/sql#29,<LI><code>DriverPropertyInfo</code> class -- provides properties for a\n             JDBC driver; not used by the general user\n  </UL>\n  
67,30,0,package,java/sql#30,<LI>Sending SQL statements to a database\n  <UL>\n	 
67,31,0,package,java/sql#31,<LI><code>Statement</code> --  used to send basic SQL statements\n	 
67,32,0,package,java/sql#32,<LI><code>PreparedStatement</code> --  used to send prepared statements or \n              basic SQL statements (derived from <code>Statement</code>)\n	 
67,33,1,package,java/sql#33,<LI><code>CallableStatement</code> --  used to call database stored \n              procedures (derived from <code>PreparedStatement</code>)\n	 
67,34,0,package,java/sql#34,<LI><code>Connection</code> interface --  provides methods for creating\n             statements and managing connections and their properties\n	 
67,35,0,package,java/sql#35,<LI><code>Savepoint</code> --  provides savepoints in a transaction\n\n  </UL>\n  
67,36,0,package,java/sql#36,<LI>Retrieving and updating the results of a query\n  <UL>\n	 
67,37,0,package,java/sql#37,<LI><code>ResultSet</code> interface\n  </UL>\n  
67,38,0,package,java/sql#38,<LI>Standard mappings for SQL types to classes and interfaces in the \n      Java programming language\n  <UL>\n	 
67,39,0,package,java/sql#39,<LI><code>Array</code> interface -- mapping for SQL <code>ARRAY</code> \n	 
67,40,0,package,java/sql#40,<LI><code>Blob</code> interface -- mapping for SQL <code>BLOB</code> \n	 
67,41,0,package,java/sql#41,<LI><code>Clob</code> interface -- mapping for SQL <code>CLOB</code>\n	 
67,42,0,package,java/sql#42,<LI><code>Date</code> class -- mapping for SQL <code>DATE</code> \n	  
67,43,0,package,java/sql#43,<LI><code>NClob</code> interface -- mapping for SQL <code>NCLOB</code>\n	 
67,44,0,package,java/sql#44,<LI><code>Ref</code> interface -- mapping for SQL <code>REF</code> \n	  
67,45,0,package,java/sql#45,<LI><code>RowId</code> interface -- mapping for SQL <code>ROWID</code>\n	 
67,46,0,package,java/sql#46,<LI><code>Struct</code> interface -- mapping for SQL <code>STRUCT</code> \n	  
67,47,0,package,java/sql#47,<LI><code>SQLXML</code> interface -- mapping for SQL <code>XML</code>\n	 
67,48,0,package,java/sql#48,<LI><code>Time</code> class -- mapping for SQL <code>TIME</code> \n	 
67,49,0,package,java/sql#49,<LI><code>Timestamp</code> class -- mapping for SQL <code>TIMESTAMP</code> \n	 
67,50,0,package,java/sql#50,<LI><code>Types</code> class -- provides constants for SQL types\n  </UL>\n  
67,51,0,package,java/sql#51,<LI>Custom mapping an SQL user-defined type (UDT) to a class in the\n	  Java programming language\n  <UL>\n	 
67,52,0,package,java/sql#52,<LI><code>SQLData</code> interface -- specifies the mapping of\n              a UDT to an instance of this class\n	 
67,53,0,package,java/sql#53,<LI><code>SQLInput</code> interface -- provides methods for reading\n              UDT attributes from a stream\n	 
67,54,0,package,java/sql#54,<LI><code>SQLOutput</code> interface -- provides methods for writing\n              UDT attributes back to a stream\n  </UL>\n  
67,55,0,package,java/sql#55,<LI>Metadata\n  <UL>\n	 
67,56,0,package,java/sql#56,<LI><code>DatabaseMetaData</code> interface -- provides information\n              about the database\n	 
67,57,0,package,java/sql#57,<LI><code>ResultSetMetaData</code> interface -- provides information\n              about the columns of a <code>ResultSet</code> object\n	 
67,58,0,package,java/sql#58,<LI><code>ParameterMetaData</code> interface -- provides information\n              about the parameters to <code>PreparedStatement</code> commands\n  </UL>\n  
67,59,0,package,java/sql#59,<LI>Exceptions\n	<UL>\n	  
67,60,0,package,java/sql#60,<LI><code>SQLException</code> -- thrown by most methods when there\n		 is a problem accessing data and by some methods for other reasons\n	  
67,61,1,package,java/sql#61,<LI><code>SQLWarning</code> -- thrown to indicate a warning\n	  
67,62,1,package,java/sql#62,<LI><code>DataTruncation</code> -- thrown to indicate that data may have\n     	  been truncated\n	  
67,63,0,package,java/sql#63,<LI><code>BatchUpdateException</code> -- thrown to indicate that not all\n		 commands in a batch update executed successfully\n	</UL>\n
67,64,0,package,java/sql#64,</UL>\n
67,65,0,package,java/sql#65,<P>\n<h3><code>java.sql</code> and <code>javax.sql</code> Features Introduced in the JDBC 4.0 API</h3>\n<UL>\n  
67,66,0,package,java/sql#66,<LI>auto java.sql.Driver discovery -- no longer need to load a \n<code>java.sql.Driver</code> class via <code>Class.forName</code>\n 
67,67,0,package,java/sql#67,<LI>National Character Set support added\n 
67,68,0,package,java/sql#68,<li>Support added for the SQL:2003 XML data type\n 
67,69,0,package,java/sql#69,<lI>SQLException enhancements -- Added support for cause chaining; New SQLExceptions\n added for common SQLState class value codes\n 
67,70,1,package,java/sql#70,<li>Enhanced Blob/Clob functionality -- Support provided to create and free a Blob/Clob instance\n as well as additional methods added to improve accessiblity\n 
67,71,0,package,java/sql#71,<li>Support added for accessing a SQL ROWID\n 
67,72,0,package,java/sql#72,<li>Support added to allow a JDBC application to access an instance of a JDBC resource\n that has been wrapped by a vendor, usually in an application server or connection \n pooling environment.\n 
67,73,0,package,java/sql#73,<li>Availability to be notfied when a <code>PreparedStatement</code> that is associated\n with a <code>PooledConnection</code> has been closed or the driver determines is invalid\n \n \n</UL>\n
67,74,0,package,java/sql#74,<P>\n<P>\n<h3><code>java.sql</code> and <code>javax.sql</code> Features Introduced in the JDBC 3.0 API</h3>\n<UL>\n  
67,75,0,package,java/sql#75,<LI>Pooled statements -- reuse of statements associated with a pooled \n       connection\n  
67,76,0,package,java/sql#76,<LI>Savepoints -- allow a transaction to be rolled back to a designated\n      savepoint\n  
67,77,0,package,java/sql#77,<LI>Properties defined for <code>ConnectionPoolDataSource</code> -- specify\n      how connections are to be pooled\n  
67,78,0,package,java/sql#78,<LI>Metadata for parameters of a <code>PreparedStatement</code> object\n  
67,79,0,package,java/sql#79,<LI>Ability to retrieve values from automatically generated columns\n  
67,80,1,package,java/sql#80,<LI>Ability to have multiple <code>ResultSet</code> objects \n       returned from <code>CallableStatement</code> objects open at the\n      same time\n  
67,81,1,package,java/sql#81,<LI>Ability to identify parameters to <code>CallableStatement</code>\n      objects by name as well as by index\n  
67,82,1,package,java/sql#82,<LI><code>ResultSet</code> holdability -- ability to specify whether cursors\n      should be held open or closed at the end of a transaction\n  
67,83,0,package,java/sql#83,<LI>Ability to retrieve and update the SQL structured type instance that a\n      <code>Ref</code> object references\n  
67,84,0,package,java/sql#84,<LI>Ability to programmatically update <code>BLOB</code>,\n      <code>CLOB</code>, <code>ARRAY</code>, and <code>REF</code> values.\n  
67,85,1,package,java/sql#85,<LI>Addition of the <code>java.sql.Types.DATALINK</code> data type -- \n      allows JDBC drivers access to objects stored outside a data source\n  
67,86,1,package,java/sql#86,<LI>Addition of metadata for retrieving SQL type hierarchies\n</UL>\n
67,87,0,package,java/sql#87,<P>\n<h3><code>java.sql</code> Features Introduced in the JDBC 2.1 Core API</h3>\n<UL>\n  
67,88,0,package,java/sql#88,<LI>Scrollable result sets--using new methods in the <code>ResultSet</code>\n	  interface that allow the cursor to be moved to a particular row or to a\n	  position relative to its current position\n  
67,89,0,package,java/sql#89,<LI>Batch updates\n  
67,90,0,package,java/sql#90,<LI>Programmatic updates--using <code>ResultSet</code> updater methods\n  
67,91,0,package,java/sql#91,<LI>New data types--interfaces mapping the SQL3 data types\n  
67,92,0,package,java/sql#92,<LI>Custom mapping of user-defined types (UDTs)\n  
67,93,1,package,java/sql#93,<LI>Miscellaneous features, including performance hints, the use of character\n	  streams, full precision for <code>java.math.BigDecimal</code> values,\n	  additional security, and\n	  support for time zones in date, time, and timestamp values. \n
67,94,0,package,java/sql#94,</UL>\n
67,95,0,package,java/sql#95,<P>\n<h3><code>javax.sql</code> Features Introduced in the JDBC 2.0 Optional\nPackage API</h3>\n<UL>\n  
67,96,0,package,java/sql#96,<LI>The <code>DataSource</code> interface as a means of making a connection.  
67,97,0,package,java/sql#97,The\n      Java Naming and Directory Interface<sup><font size=-2>TM</font></sup>\n      (JNDI) is used for registering a <code>DataSource</code> object with a \n      naming service and also for  retrieving it.\n  
67,98,0,package,java/sql#98,<LI>Pooled connections -- allowing connections to be used and reused\n  
67,99,0,package,java/sql#99,<LI>Distributed transactions -- allowing a transaction to span diverse\n      DBMS servers\n  
67,100,0,package,java/sql#100,<LI><code>RowSet</code> technology -- providing a convenient means of\n       handling and passing data\n</UL>\n
67,101,0,package,java/sql#101,<P>\n<P>\n<h3>Custom Mapping of UDTs</h3>\nA user-defined type (UDT) defined in SQL can be mapped to a class in the Java\nprogramming language. 
67,102,1,package,java/sql#102,An SQL structured type or an SQL <code>DISTINCT</code>\ntype are the UDTs that may be custom mapped.  
67,103,0,package,java/sql#103,The following three\nsteps set up a custom mapping:\n<ol>\n  
67,104,0,package,java/sql#104,<li>Defining the SQL structured type or <code>DISTINCT</code> type in SQL\n  
67,105,0,package,java/sql#105,<li>Defining the class in the Java programming language to which the\n	  SQL UDT will be mapped.  
67,106,1,package,java/sql#106,This class must implement the\n	  <code>SQLData</code> interface.\n  
67,107,0,package,java/sql#107,<li>Making an entry in a <code>Connection</code> object's type map\n      that contains two things:\n   <ul>\n       
67,108,0,package,java/sql#108,<li>the fully-qualified SQL name of the UDT\n       
67,109,0,package,java/sql#109,<li>the <code>Class</code> object for the class that implements the \n           <code>SQLData</code> interface\n   </ul>\n
67,110,0,package,java/sql#110,</ol>\n
67,111,1,package,java/sql#111,<p>\nWhen these are in place for a UDT, calling the methods\n<code>ResultSet.getObject</code> or <code>CallableStatement.getObject</code> \non that UDT will automatically retrieve the custom mapping for it. 
67,112,0,package,java/sql#112,Also, the\n<code>PreparedStatement.setObject</code> method will automatically map the\nobject back to its SQL type to store it in the data source.\n\n
67,113,0,package,java/sql#113,<h2>Package Specification</h2>\n\n<ul>\n  
67,114,0,package,java/sql#114,<li><a href="http://java.sun.com/products/jdbc/download.html">Specification \n      of the JDBC 4.0 API</a>\n</ul>\n\n
67,115,0,package,java/sql#115,<h2>Related Documentation</h2>\n\n<ul>\n  
67,116,0,package,java/sql#116,<li><a href="../../../technotes/guides/jdbc/getstart/GettingStartedTOC.fm.html">Getting Started</a>--overviews of the major interfaces\n<P>\n  
67,117,0,package,java/sql#117,<li><a href="http://java.sun.com/docs/books/tutorial/jdbc">Chapters on the JDBC \n     API</a>--from the online version of <i>The Java Tutorial Continued</i>\n<P>\n  
67,118,0,package,java/sql#118,<li><a href="http://java.sun.com/docs/books/jdbc">\n<i>JDBC<sup><font size=-2>TM</font></sup>API Tutorial and Reference, \nThird Edition</i></a>--\na complete reference and tutorial for the JDBC 3.0 API\n</ul>\n
67,119,0,package,java/sql#119,<P>\n
67,120,0,package,java/sql#120,@since 1.1\n
68,0,1,package,java/applet#0,\n\nProvides the classes necessary to create an applet and the classes an applet\nuses to communicate with its applet context.\n<p>\nThe applet framework involves two\nentities: the <i>applet</i> and the <i>applet context</i>. An applet is an \nembeddable window (see the Panel class) with a few extra methods that the applet \ncontext can use to initialize, start, and stop the applet.\n<p>\nThe applet context is an application that is responsible for loading and running\napplets. For example, the applet context could be a Web browser or an applet\ndevelopment environment.\n<p>\n<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  <li><a href="">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  <li><a href="">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n-->\n\n@since JDK1.0\n
68,1,1,package,java/applet#1,\n\nProvides the classes necessary to create an applet and the classes an applet\nuses to communicate with its applet context.\n
68,2,1,package,java/applet#2,<p>\nThe applet framework involves two\nentities: the <i>applet</i> and the <i>applet context</i>. 
68,3,0,package,java/applet#3,An applet is an \nembeddable window (see the Panel class) with a few extra methods that the applet \ncontext can use to initialize, start, and stop the applet.\n
68,4,0,package,java/applet#4,<p>\nThe applet context is an application that is responsible for loading and running\napplets. 
68,5,0,package,java/applet#5,For example, the applet context could be a Web browser or an applet\ndevelopment environment.\n
68,6,0,package,java/applet#6,<p>\n<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  
68,7,0,package,java/applet#7,<li><a href="">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n
68,8,0,package,java/applet#8,<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  
68,9,0,package,java/applet#9,<li><a href="">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n
68,10,0,package,java/applet#10,-->\n\n
68,11,0,package,java/applet#11,@since JDK1.0\n
70,0,0,package,java/util#0,\n\nContains the collections framework, legacy collection classes, event model,\ndate and time facilities, internationalization, and miscellaneous utility\nclasses (a string tokenizer, a random-number generator, and a bit array).\n\n<h2>Package Specification</h2>\n<ul>\n  <li><a href="../../../technotes/guides/collections/overview.html"><b>Collections Framework Overview</b></a>\n  <li><a href="../../../technotes/guides/collections/reference.html"><b>\n       Collections Framework Annotated Outline</b></a>\n</ul>\n\n<h2>Related Documentation</h2>\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n    <li><a href="http://www.java.sun.com/docs/books/tutorial/collections/">\n       <b>Collections Framework Tutorial</b></a>\n    <li><a\n    href="../../../technotes/guides/collections/designfaq.html"><b>Collections\n    Framework Design FAQ</b></a>\n</ul>\n\n@since JDK1.0\n
70,1,0,package,java/util#1,\n\nContains the collections framework, legacy collection classes, event model,\ndate and time facilities, internationalization, and miscellaneous utility\nclasses (a string tokenizer, a random-number generator, and a bit array).\n\n
70,2,0,package,java/util#2,<h2>Package Specification</h2>\n<ul>\n  
70,3,0,package,java/util#3,<li><a href="../../../technotes/guides/collections/overview.html"><b>Collections Framework Overview</b></a>\n  
70,4,0,package,java/util#4,<li><a href="../../../technotes/guides/collections/reference.html"><b>\n       Collections Framework Annotated Outline</b></a>\n</ul>\n\n
70,5,0,package,java/util#5,<h2>Related Documentation</h2>\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n    
70,6,0,package,java/util#6,<li><a href="http://www.java.sun.com/docs/books/tutorial/collections/">\n       <b>Collections Framework Tutorial</b></a>\n    
70,7,0,package,java/util#7,<li><a\n    href="../../../technotes/guides/collections/designfaq.html"><b>Collections\n    Framework Design FAQ</b></a>\n</ul>\n\n
70,8,0,package,java/util#8,@since JDK1.0\n
71,0,1,package,java/util/logging#0,\n<P>\nProvides the classes and interfaces of \nthe Java<SUP><FONT SIZE="-2">TM</FONT></SUP> 2\n platform's core logging facilities.\nThe central goal of the logging APIs is to support maintaining and servicing\nsoftware at customer sites. \n\n<P>\nThere are four main target uses of the logs:\n</P>\n\n<OL>\n   <LI> <I>Problem diagnosis by end users and system administrators</I>. \n          This consists of simple logging of common problems that can be fixed \n          or tracked locally, such as running out of resources, security failures,\n          and simple configuration errors.\n        \n   <LI> <I>Problem diagnosis by field service engineers</I>. The logging information\n           used by field service engineers may be considerably more complex and\n           verbose than that required by system administrators.  Typically such information\n           will require extra logging within particular subsystems.\n\n   <LI> <I>Problem diagnosis by the development organization</I>.\n         When a problem occurs in the field, it may be necessary to return the captured logging\n         information to the original development team for diagnosis. This logging\n         information may be extremely detailed and fairly inscrutable. Such information might include\n         detailed tracing on the internal execution of particular subsystems.           \n\n   <LI> <I>Problem diagnosis by developers</I>. The Logging APIs may also be\n           used to help debug an application under development. This may \n           include logging information generated by the target application\n           as well as logging information generated by lower-level libraries.          \n           Note however that while this use is perfectly reasonable,\n           the logging APIs are not intended to replace the normal debugging \n           and profiling tools that may already exist in the development environment. \n</OL>\n\n</P>\nThe key elements of this package include:\n<UL>\n   <LI> <I>Logger</I>: The main entity on which applications make \n                logging calls. A Logger object is used to log messages \n                for a specific system or application\n                component.\n   <LI> <I>LogRecord</I>: Used to pass logging requests between the logging\n                   framework and individual log handlers.\n   <LI> <I>Handler</I>: Exports LogRecord objects to a variety of destinations\n                 including memory, output streams, consoles, files, and sockets.\n                 A variety of Handler subclasses exist for this purpose. Additional Handlers\n                 may be developed by third parties and delivered on top of the core platform.\n   <LI> <I>Level</I>: Defines a set of standard logging levels that can be used\n                      to control logging output. Programs can be configured to output logging\n                      for some levels while ignoring output for others.\n   <LI> <I>Filter</I>: Provides fine-grained control over what gets logged,\n                       beyond the control provided by log levels. The logging APIs support a general-purpose\n                       filter mechanism that allows application code to attach arbitrary filters to \n                       control logging output. \n                       \n   <LI> <I>Formatter</I>: Provides support for formatting LogRecord objects. This \n                          package includes two formatters, SimpleFormatter and \n                          XMLFormatter, for formatting log records in plain text\n                          or XML respectively. As with Handlers, additional Formatters \n                          may be developed by third parties.\n</UL>\n<P>\nThe Logging APIs offer both static and dynamic configuration control.\nStatic control enables field service staff to set up a particular configuration and then re-launch the \napplication with the new logging settings. Dynamic control allows for updates to the \nlogging configuration within a currently running program. The APIs also allow for logging to be \nenabled or disabled for different functional areas of the system. For example, \na field service engineer might be interested in tracing all AWT events, but might have no interest in \nsocket events or memory management.\n</P>\n\n<h2>Null Pointers</h2>\n<p>\nIn general, unless otherwise noted in the javadoc, methods and\nconstructors will throw NullPointerException if passed a null argument.\nThe one broad exception to this rule is that the logging convenience\nmethods in the Logger class (the config, entering, exiting, fine, finer, finest, \nlog, logp, logrb, severe, throwing, and warning methods)  \nwill accept null values \nfor all arguments except for the initial Level argument (if any).\n<p>\n<H2>Related Documentation</H2>\n<P>\nFor an overview of control flow, \nplease refer to the \n<a href="../../../../technotes/guides/logging/overview.html">\nJava Logging Overview</a>.\n</P>\n\n<!-- Put @see and @since tags down here. -->\n\n@since 1.4\n\n\n
71,1,0,package,java/util/logging#1,\n<P>\nProvides the classes and interfaces of \nthe Java<SUP><FONT SIZE="-2">TM</FONT></SUP> 2\n platform's core logging facilities.\n
71,2,0,package,java/util/logging#2,The central goal of the logging APIs is to support maintaining and servicing\nsoftware at customer sites. \n\n
71,3,0,package,java/util/logging#3,<P>\nThere are four main target uses of the logs:\n</P>\n\n<OL>\n   
71,4,0,package,java/util/logging#4,<LI> <I>Problem diagnosis by end users and system administrators</I>. \n          
71,5,1,package,java/util/logging#5,This consists of simple logging of common problems that can be fixed \n          or tracked locally, such as running out of resources, security failures,\n          and simple configuration errors.\n        \n
71,6,0,package,java/util/logging#6,   
71,7,0,package,java/util/logging#7,<LI> <I>Problem diagnosis by field service engineers</I>. 
71,8,1,package,java/util/logging#8,The logging information\n           used by field service engineers may be considerably more complex and\n           verbose than that required by system administrators.  
71,9,1,package,java/util/logging#9,Typically such information\n           will require extra logging within particular subsystems.\n\n   
71,10,0,package,java/util/logging#10,<LI> <I>Problem diagnosis by the development organization</I>.\n         
71,11,1,package,java/util/logging#11,When a problem occurs in the field, it may be necessary to return the captured logging\n         information to the original development team for diagnosis. 
71,12,1,package,java/util/logging#12,This logging\n         information may be extremely detailed and fairly inscrutable. 
71,13,0,package,java/util/logging#13,Such information might include\n         detailed tracing on the internal execution of particular subsystems.           \n\n   
71,14,0,package,java/util/logging#14,<LI> <I>Problem diagnosis by developers</I>. 
71,15,1,package,java/util/logging#15,The Logging APIs may also be\n           used to help debug an application under development. 
71,16,1,package,java/util/logging#16,This may \n           include logging information generated by the target application\n           as well as logging information generated by lower-level libraries.          \n           
71,17,1,package,java/util/logging#17,Note however that while this use is perfectly reasonable,\n           the logging APIs are not intended to replace the normal debugging \n           and profiling tools that may already exist in the development environment. \n
71,18,0,package,java/util/logging#18,</OL>\n\n
71,19,0,package,java/util/logging#19,</P>\nThe key elements of this package include:\n<UL>\n   
71,20,1,package,java/util/logging#20,<LI> <I>Logger</I>: The main entity on which applications make \n                logging calls. 
71,21,0,package,java/util/logging#21,A Logger object is used to log messages \n                for a specific system or application\n                component.\n   
71,22,1,package,java/util/logging#22,<LI> <I>LogRecord</I>: Used to pass logging requests between the logging\n                   framework and individual log handlers.\n   
71,23,0,package,java/util/logging#23,<LI> <I>Handler</I>: Exports LogRecord objects to a variety of destinations\n                 including memory, output streams, consoles, files, and sockets.\n                 
71,24,1,package,java/util/logging#24,A variety of Handler subclasses exist for this purpose. 
71,25,1,package,java/util/logging#25,Additional Handlers\n                 may be developed by third parties and delivered on top of the core platform.\n   
71,26,0,package,java/util/logging#26,<LI> <I>Level</I>: Defines a set of standard logging levels that can be used\n                      to control logging output. 
71,27,0,package,java/util/logging#27,Programs can be configured to output logging\n                      for some levels while ignoring output for others.\n   
71,28,0,package,java/util/logging#28,<LI> <I>Filter</I>: Provides fine-grained control over what gets logged,\n                       beyond the control provided by log levels. 
71,29,0,package,java/util/logging#29,The logging APIs support a general-purpose\n                       filter mechanism that allows application code to attach arbitrary filters to \n                       control logging output. \n                       \n
71,30,0,package,java/util/logging#30,   
71,31,0,package,java/util/logging#31,<LI> <I>Formatter</I>: Provides support for formatting LogRecord objects. 
71,32,0,package,java/util/logging#32,This \n                          package includes two formatters, SimpleFormatter and \n                          XMLFormatter, for formatting log records in plain text\n                          or XML respectively. 
71,33,1,package,java/util/logging#33,As with Handlers, additional Formatters \n                          may be developed by third parties.\n
71,34,0,package,java/util/logging#34,</UL>\n
71,35,0,package,java/util/logging#35,<P>\nThe Logging APIs offer both static and dynamic configuration control.\n
71,36,0,package,java/util/logging#36,Static control enables field service staff to set up a particular configuration and then re-launch the \napplication with the new logging settings. 
71,37,0,package,java/util/logging#37,Dynamic control allows for updates to the \nlogging configuration within a currently running program. 
71,38,0,package,java/util/logging#38,The APIs also allow for logging to be \nenabled or disabled for different functional areas of the system. 
71,39,0,package,java/util/logging#39,For example, \na field service engineer might be interested in tracing all AWT events, but might have no interest in \nsocket events or memory management.\n
71,40,1,package,java/util/logging#40,</P>\n\n<h2>Null Pointers</h2>\n<p>\nIn general, unless otherwise noted in the javadoc, methods and\nconstructors will throw NullPointerException if passed a null argument.\n
71,41,1,package,java/util/logging#41,The one broad exception to this rule is that the logging convenience\nmethods in the Logger class (the config, entering, exiting, fine, finer, finest, \nlog, logp, logrb, severe, throwing, and warning methods)  \nwill accept null values \nfor all arguments except for the initial Level argument (if any).\n
71,42,0,package,java/util/logging#42,<p>\n<H2>Related Documentation</H2>\n<P>\nFor an overview of control flow, \nplease refer to the \n<a href="../../../../technotes/guides/logging/overview.html">\nJava Logging Overview</a>.\n
71,43,0,package,java/util/logging#43,</P>\n\n<!-- Put 
71,44,0,package,java/util/logging#44,@see and 
71,45,0,package,java/util/logging#45,@since tags down here. 
71,46,0,package,java/util/logging#46,-->\n\n
71,47,0,package,java/util/logging#47,@since 1.4\n\n\n
72,0,0,package,java/util/prefs#0,\n\nThis package allows applications to store and retrieve user and system\npreference and configuration data. This data is stored persistently in an\nimplementation-dependent backing store. There are two separate trees of\npreference nodes, one for user preferences and one for system preferences.\n\n<!--\n<h2>Package Specification</h2>\n<h2>Related Documentation</h2>\n-->\n\n@since JDK1.4\n
72,1,0,package,java/util/prefs#1,\n\nThis package allows applications to store and retrieve user and system\npreference and configuration data. 
72,2,0,package,java/util/prefs#2,This data is stored persistently in an\nimplementation-dependent backing store. 
72,3,0,package,java/util/prefs#3,There are two separate trees of\npreference nodes, one for user preferences and one for system preferences.\n\n
72,4,0,package,java/util/prefs#4,<!--\n<h2>Package Specification</h2>\n<h2>Related Documentation</h2>\n-->\n\n
72,5,0,package,java/util/prefs#5,@since JDK1.4\n
